year,origin_port,origin_latitude,origin_longitude,destination_port,destination_latitude,destination_longitude,ship_count
1874,Quebec City,46.8198570676248,-71.200611493121,LIVERPOOL,53.4083714,-2.99157259999998,73
1874,Riga,56.9520033661236,24.1136539340975,LONDON,51.5073509000001,-0.127758299999982,68
1874,Riga,56.9520033661236,24.1136539340975,BRISTOL,51.4545130000001,-2.58790999999997,63
1874,Cronstadt,59.9939156370316,29.7714865185547,LIVERPOOL,53.4083714,-2.99157259999998,55
1874,Klaipeda,55.71722,21.12861,BRISTOL,51.4545130000001,-2.58790999999997,51
1874,Cronstadt,59.9939156370316,29.7714865185547,LONDON,51.5073509000001,-0.127758299999982,50
1874,Quebec City,46.8198570676248,-71.200611493121,GREENOCK,55.9505077629267,-4.75971798437838,48
1874,Quebec City,46.8198570676248,-71.200611493121,LONDON,51.5073509000001,-0.127758299999982,47
1874,Drammen,59.7478785493119,10.1840215950051,LONDON,51.5073509000001,-0.127758299999982,42
1874,Klaipeda,55.71722,21.12861,LONDON,51.5073509000001,-0.127758299999982,38
1874,Drammen,59.7478785493119,10.1840215950051,BRISTOL,51.4545130000001,-2.58790999999997,37
1874,Riga,56.9520033661236,24.1136539340975,LIVERPOOL,53.4083714,-2.99157259999998,37
1874,St. John,45.2727437249886,-66.0681749841308,LIVERPOOL,53.4083714,-2.99157259999998,34
1874,Danzig,54.3532540815076,18.6510183386231,BRISTOL,51.4545130000001,-2.58790999999997,31
1874,Gefle,60.6782700353304,17.1835063783265,LONDON,51.5073509000001,-0.127758299999982,30
1874,Riga,56.9520033661236,24.1136539340975,DUNDEE,56.4612028818325,-2.96765932817017,30
1874,Soderhamn,61.3020539997905,17.0512700317383,LONDON,51.5073509000001,-0.127758299999982,30
1874,Danzig,54.3532540815076,18.6510183386231,LONDON,51.5073509000001,-0.127758299999982,28
1874,Christiania,59.9127593309038,10.7460535835705,LIVERPOOL,53.4083714,-2.99157259999998,27
1874,Cronstadt,59.9939156370316,29.7714865185547,BRISTOL,51.4545130000001,-2.58790999999997,27
1874,Gothenburg,57.70073799777,11.9680483386231,LONDON,51.5073509000001,-0.127758299999982,27
1874,Danzig,54.3532540815076,18.6510183386231,LIVERPOOL,53.4083714,-2.99157259999998,25
1874,Klaipeda,55.71722,21.12861,LIVERPOOL,53.4083714,-2.99157259999998,25
1874,Quebec City,46.8198570676248,-71.200611493121,BRISTOL,51.4545130000001,-2.58790999999997,23
1874,Gefle,60.6782700353304,17.1835063783265,BRISTOL,51.4545130000001,-2.58790999999997,22
1874,Gefle,60.6782700353304,17.1835063783265,LIVERPOOL,53.4083714,-2.99157259999998,22
1874,Wyborg,60.7132675840768,28.7476258831691,BRISTOL,51.4545130000001,-2.58790999999997,22
1874,Christiania,59.9127593309038,10.7460535835705,Borrowstounness (Bo'Ness),56.0191848626102,-3.60281840209956,21
1874,Cronstadt,59.9939156370316,29.7714865185547,DUNDEE,56.4612028818325,-2.96765932817017,21
1874,Sundswall,62.3890780504242,17.3063352870027,LONDON,51.5073509000001,-0.127758299999982,20
1874,Bjorneborg,61.4862538765185,21.7956274920657,LIVERPOOL,53.4083714,-2.99157259999998,19
1874,Christiania,59.9127593309038,10.7460535835705,LONDON,51.5073509000001,-0.127758299999982,19
1874,Pensacola,30.4172348803734,-87.2103635449219,LIVERPOOL,53.4083714,-2.99157259999998,19
1874,Fredrikstad,59.2139821431688,10.9357039213349,LIVERPOOL,53.4083714,-2.99157259999998,18
1874,Fredrikstad,59.2139821431688,10.9357039213349,LONDON,51.5073509000001,-0.127758299999982,18
1874,Gothenburg,57.70073799777,11.9680483386231,LIVERPOOL,53.4083714,-2.99157259999998,18
1874,Jamaica,17.997,-76.794,LONDON,51.5073509000001,-0.127758299999982,18
1874,Quebec City,46.8198570676248,-71.200611493121,DUNDEE,56.4612028818325,-2.96765932817017,18
1874,Riga,56.9520033661236,24.1136539340975,Borrowstounness (Bo'Ness),56.0191848626102,-3.60281840209956,18
1874,Sundswall,62.3890780504242,17.3063352870027,BRISTOL,51.4545130000001,-2.58790999999997,18
1874,New York,40.713197770232,-74.0078266455077,LIVERPOOL,53.4083714,-2.99157259999998,16
1874,Sundswall,62.3890780504242,17.3063352870027,DUNDEE,56.4612028818325,-2.96765932817017,16
1874,Wyborg,60.7132675840768,28.7476258831691,LIVERPOOL,53.4083714,-2.99157259999998,16
1874,Christiania,59.9127593309038,10.7460535835705,BRISTOL,51.4545130000001,-2.58790999999997,15
1874,Gothenburg,57.70073799777,11.9680483386231,BRISTOL,51.4545130000001,-2.58790999999997,14
1874,New York,40.713197770232,-74.0078266455077,LONDON,51.5073509000001,-0.127758299999982,13
1874,Stettin,53.4252665374726,14.5555758306886,BRISTOL,51.4545130000001,-2.58790999999997,13
1874,Quebec City,46.8198570676248,-71.200611493121,Borrowstounness (Bo'Ness),56.0191848626102,-3.60281840209956,12
1874,Rangoon,16.8058031650266,96.1549083703614,LIVERPOOL,53.4083714,-2.99157259999998,12
1874,Arendal,58.4701420246829,8.7584524351543,LIVERPOOL,53.4083714,-2.99157259999998,11
1874,Baltimore,39.2909022702315,-76.6096033227539,LIVERPOOL,53.4083714,-2.99157259999998,11
1874,Miramichi,47.0020037704552,-65.5685833227539,LIVERPOOL,53.4083714,-2.99157259999998,11
1874,Porsgrund,59.1429922168333,9.65712996826176,BRISTOL,51.4545130000001,-2.58790999999997,11
1874,Porsgrund,59.1429922168333,9.65712996826176,LIVERPOOL,53.4083714,-2.99157259999998,11
1874,Bjorneborg,61.4862538765185,21.7956274920657,BRISTOL,51.4545130000001,-2.58790999999997,10
1874,Fredrikstad,59.2139821431688,10.9357039213349,BRISTOL,51.4545130000001,-2.58790999999997,10
1874,Helsingfors,60.1711933248246,24.9319799409551,LIVERPOOL,53.4083714,-2.99157259999998,10
1874,Jamaica,17.997,-76.794,LIVERPOOL,53.4083714,-2.99157259999998,10
1874,Moss,59.459167,10.700833,Borrowstounness (Bo'Ness),56.0191848626102,-3.60281840209956,10
