source_file,line_number,ship_name,origin_port,destination_port,cargo,merchant,arrival_day,arrival_month,arrival_year,publication_day,publication_month,publication_year,is_steamship,format_type,confidence,raw_line
"18770707_6. 90-93 - July 7 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003_polaris_polaris.txt",3,Porshed,Brevik.,BRISTOL,"5,700 pts props, 1,130 pts white deals. Christiansand.;705 pts props. Tonsberg.— White deals and battens. Horten.—Timber and props.",,3,July,1877,7,July,1877,False,condensed,0.9,"Porshed Brevik.—5,700 pts props, 1,130 pts white deals. Christiansand.—1,705 pts props. Tonsberg.— White deals and battens. Horten.—Timber and props."
"18770707_6. 90-93 - July 7 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003_polaris_polaris.txt",3,pts props. Tonsberg.,White deals and battens. Horten.,BRISTOL,Timber and props.,,3,July,1877,7,July,1877,False,condensed,0.9,705 pts props. Tonsberg.— White deals and battens. Horten.—Timber and props.
"18770707_6. 90-93 - July 7 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003_polaris_polaris.txt",4,Valley,Bay.,BRISTOL,"9,324 cut deals, 1,320 pts battens, 100 pts boards and battens. Ventspils to Queenstown, Marco. plt. props. Ventspils to Villa Garcia.—300 Almatra, 577 red and plt. props. Ventspils to Queenstown.—300 Almatra, 577 red and plt. props. Wentspils to Valencia, Francisco and Jua.—120 Almata. Wentspils to Dover, Saml. Cook.—600 Almata, 1,154 red and plt. props. Ventspils to Swansea, Colnas.—687 Almata, 1,288 red and plt. props. Ventspils to West Hartlepool, Climpar.—697 Almata, 1,308 red and plt. props. Wentspils to Huelva, Verso de Rosa.—600 Almata, 1,130 red and plt. props. Wentspils to Burriana, Parnillo.—400 Almata, 740 red and plt. props. Wentspils to Tarragona, Valci.—600 Almata, 1,140 red and plt. props. Archangel to London, Charla Gundlewood.—2,806 staves, 496 deals, 1,100 cut deals, 188 pts battens and deals, 1,100 pts deal ends. Archangel to London, Sir Colin Campbell.—934 stds spruce, 1,390 deals, 330 pts. battens. Wasa to Liverpool, White Mercury.—92,383 pt of wood. Abo to London, Zestros to Dantzic, Agnes and Ellen.—1,370 pts board shippers. London, Dantzic to Gellnehead, Victoria.—1,761 pts deals, 1,100 pts props. Dantzic to Grimsby, Atlas.—1,164 pts deals. Dantzic to London, Wandseg, 2,896 pts prop. Ventspils to London, John and James.—1,217 pts props. Windua to London, Annie, Agnes.—11,348 hard and soft p. props, 2,176 square white deal ends and &c.",,3,July,1877,7,July,1877,False,condensed,0.9,"Valley Bay.—9,324 cut deals, 1,320 pts battens, 100 pts boards and battens. Ventspils to Queenstown, Marco.—200 Almata, 617 red and plt. props. Ventspils to Villa Garcia.—300 Almatra, 577 red and plt. props. Ventspils to Queenstown.—300 Almatra, 577 red and plt. props. Wentspils to Valencia, Francisco and Jua.—120 Almata. Wentspils to Dover, Saml. Cook.—600 Almata, 1,154 red and plt. props. Ventspils to Swansea, Colnas.—687 Almata, 1,288 red and plt. props. Ventspils to West Hartlepool, Climpar.—697 Almata, 1,308 red and plt. props. Wentspils to Huelva, Verso de Rosa.—600 Almata, 1,130 red and plt. props. Wentspils to Burriana, Parnillo.—400 Almata, 740 red and plt. props. Wentspils to Tarragona, Valci.—600 Almata, 1,140 red and plt. props. Archangel to London, Charla Gundlewood.—2,806 staves, 496 deals, 1,100 cut deals, 188 pts battens and deals, 1,100 pts deal ends. Archangel to London, Sir Colin Campbell.—934 stds spruce, 1,390 deals, 330 pts. battens. Wasa to Liverpool, White Mercury.—92,383 pt of wood. Abo to London, Zestros to Dantzic, Agnes and Ellen.—1,370 pts board shippers. London, Dantzic to Gellnehead, Victoria.—1,761 pts deals, 1,100 pts props. Dantzic to Grimsby, Atlas.—1,164 pts deals. Dantzic to London, Wandseg, 2,896 pts prop. Ventspils to London, John and James.—1,217 pts props. Windua to London, Annie, Agnes.—11,348 hard and soft p. props, 2,176 square white deal ends and &c."
"18770707_6. 90-93 - July 7 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003_polaris_polaris.txt",4,plt. props. Ventspils to Villa,Garcia.,BRISTOL,"300 Almatra, 577 red and plt. props. Ventspils to Queenstown.",,3,July,1877,7,July,1877,False,condensed,0.9,"plt. props. Ventspils to Villa Garcia.—300 Almatra, 577 red and plt. props. Ventspils to Queenstown.—300 Almatra, 577 red and plt. props. Wentspils to Valencia, Francisco and Jua.—120 Almata. Wentspils to Dover, Saml. Cook.—600 Almata, 1,154 red and plt. props. Ventspils to Swansea, Colnas.—687 Almata, 1,288 red and plt. props. Ventspils to West Hartlepool, Climpar.—697 Almata, 1,308 red and plt. props. Wentspils to Huelva, Verso de Rosa.—600 Almata, 1,130 red and plt. props. Wentspils to Burriana, Parnillo.—400 Almata, 740 red and plt. props. Wentspils to Tarragona, Valci.—600 Almata, 1,140 red and plt. props. Archangel to London, Charla Gundlewood.—2,806 staves, 496 deals, 1,100 cut deals, 188 pts battens and deals, 1,100 pts deal ends. Archangel to London, Sir Colin Campbell.—934 stds spruce, 1,390 deals, 330 pts. battens. Wasa to Liverpool, White Mercury.—92,383 pt of wood. Abo to London, Zestros to Dantzic, Agnes and Ellen.—1,370 pts board shippers. London, Dantzic to Gellnehead, Victoria.—1,761 pts deals, 1,100 pts props. Dantzic to Grimsby, Atlas.—1,164 pts deals. Dantzic to London, Wandseg, 2,896 pts prop. Ventspils to London, John and James.—1,217 pts props. Windua to London, Annie, Agnes.—11,348 hard and soft p. props, 2,176 square white deal ends and &c."
"18770707_6. 90-93 - July 7 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003_polaris_polaris.txt",4,Francisco and,Jua.,BRISTOL,"120 Almata. Wentspils to Dover, Saml. Cook.",,3,July,1877,7,July,1877,False,condensed,0.9,"Francisco and Jua.—120 Almata. Wentspils to Dover, Saml. Cook.—600 Almata, 1,154 red and plt. props. Ventspils to Swansea, Colnas.—687 Almata, 1,288 red and plt. props. Ventspils to West Hartlepool, Climpar.—697 Almata, 1,308 red and plt. props. Wentspils to Huelva, Verso de Rosa.—600 Almata, 1,130 red and plt. props. Wentspils to Burriana, Parnillo.—400 Almata, 740 red and plt. props. Wentspils to Tarragona, Valci.—600 Almata, 1,140 red and plt. props. Archangel to London, Charla Gundlewood.—2,806 staves, 496 deals, 1,100 cut deals, 188 pts battens and deals, 1,100 pts deal ends. Archangel to London, Sir Colin Campbell.—934 stds spruce, 1,390 deals, 330 pts. battens. Wasa to Liverpool, White Mercury.—92,383 pt of wood. Abo to London, Zestros to Dantzic, Agnes and Ellen.—1,370 pts board shippers. London, Dantzic to Gellnehead, Victoria.—1,761 pts deals, 1,100 pts props. Dantzic to Grimsby, Atlas.—1,164 pts deals. Dantzic to London, Wandseg, 2,896 pts prop. Ventspils to London, John and James.—1,217 pts props. Windua to London, Annie, Agnes.—11,348 hard and soft p. props, 2,176 square white deal ends and &c."
"18770707_6. 90-93 - July 7 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003_polaris_polaris.txt",4,Verso de,Rosa.,BRISTOL,"600 Almata, 1,130 red and plt. props. Wentspils to Burriana, Parnillo.",,3,July,1877,7,July,1877,False,condensed,0.9,"Verso de Rosa.—600 Almata, 1,130 red and plt. props. Wentspils to Burriana, Parnillo.—400 Almata, 740 red and plt. props. Wentspils to Tarragona, Valci.—600 Almata, 1,140 red and plt. props. Archangel to London, Charla Gundlewood.—2,806 staves, 496 deals, 1,100 cut deals, 188 pts battens and deals, 1,100 pts deal ends. Archangel to London, Sir Colin Campbell.—934 stds spruce, 1,390 deals, 330 pts. battens. Wasa to Liverpool, White Mercury.—92,383 pt of wood. Abo to London, Zestros to Dantzic, Agnes and Ellen.—1,370 pts board shippers. London, Dantzic to Gellnehead, Victoria.—1,761 pts deals, 1,100 pts props. Dantzic to Grimsby, Atlas.—1,164 pts deals. Dantzic to London, Wandseg, 2,896 pts prop. Ventspils to London, John and James.—1,217 pts props. Windua to London, Annie, Agnes.—11,348 hard and soft p. props, 2,176 square white deal ends and &c."
"18770707_6. 90-93 - July 7 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003_polaris_polaris.txt",4,Charla,Gundlewood.,BRISTOL,"2,806 staves, 496 deals, 1,100 cut deals, 188 pts battens and deals, 1,100 pts deal ends. Archangel to London, Sir Colin Campbell.",,3,July,1877,7,July,1877,False,condensed,0.9,"Charla Gundlewood.—2,806 staves, 496 deals, 1,100 cut deals, 188 pts battens and deals, 1,100 pts deal ends. Archangel to London, Sir Colin Campbell.—934 stds spruce, 1,390 deals, 330 pts. battens. Wasa to Liverpool, White Mercury.—92,383 pt of wood. Abo to London, Zestros to Dantzic, Agnes and Ellen.—1,370 pts board shippers. London, Dantzic to Gellnehead, Victoria.—1,761 pts deals, 1,100 pts props. Dantzic to Grimsby, Atlas.—1,164 pts deals. Dantzic to London, Wandseg, 2,896 pts prop. Ventspils to London, John and James.—1,217 pts props. Windua to London, Annie, Agnes.—11,348 hard and soft p. props, 2,176 square white deal ends and &c."
"18770707_6. 90-93 - July 7 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003_polaris_polaris.txt",4,White,Mercury.,BRISTOL,"92,383 pt of wood. Abo to London, Zestros to Dantzic, Agnes and Ellen.",,3,July,1877,7,July,1877,False,condensed,0.9,"White Mercury.—92,383 pt of wood. Abo to London, Zestros to Dantzic, Agnes and Ellen.—1,370 pts board shippers. London, Dantzic to Gellnehead, Victoria.—1,761 pts deals, 1,100 pts props. Dantzic to Grimsby, Atlas.—1,164 pts deals. Dantzic to London, Wandseg, 2,896 pts prop. Ventspils to London, John and James.—1,217 pts props. Windua to London, Annie, Agnes.—11,348 hard and soft p. props, 2,176 square white deal ends and &c."
"18770707_6. 90-93 - July 7 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003_polaris_polaris.txt",4,John and,James.,BRISTOL,"1,217 pts props. Windua to London, Annie, Agnes.",,3,July,1877,7,July,1877,False,condensed,0.9,"John and James.—1,217 pts props. Windua to London, Annie, Agnes.—11,348 hard and soft p. props, 2,176 square white deal ends and &c."
"18770707_6. 90-93 - July 7 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003_polaris_polaris.txt",9,Anna R.,Rjesing.,BRISTOL,"767 block hewn fir timber, 45 spruce battens, 50 planks.",,3,July,1877,7,July,1877,False,condensed,0.9,"Anna R. Rjesing.—767 block hewn fir timber, 45 spruce battens, 50 planks."
