source_file,line_number,ship_name,origin_port,destination_port,cargo,merchant,arrival_day,arrival_month,arrival_year,publication_day,publication_month,publication_year,is_steamship,format_type,confidence,raw_line
"18740502_1. p. 6 a╠Ç 8 - May 2 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001_gemini.txt",7,Primrose,Riga,LONDON,"—5,555 sleepers, 533 ½ sleepers",,,,1874,2,May,1874,True,early_at,0.9,"Primrose (s) @ Riga,—5,555 sleepers, 533 ½ sleepers, Order. Christiana @ Drammen,—146 doz. battens, C. J. Im Thurn & Co. ; 1,062 doz. battens, A. Pelly & Co. ; 5,487 pcs. battens, Tagart, Boysen, & Co. Christiana @ Christiania,—110 fms. firewood, With & Co. (part of deck cargo washed overboard). Svea @ Christiania,—208 fms. firewood, Dahl & Sadler. Amelia @ Saunesund,—227 fms. firewood, Duus, Brown, & Co. (about 15 fms. thrown overboard). Cecilia @ Fredrikstad,—176 fms. firewood, Erlundsen. Haabets Anker @ Fredrikstad,—3,409 deals, 41,975 pcs. boards, 7,077 staves, Tagart & Co. Tonsberg @ Fredrikstad,—28,899 pcs. flooring boards, 190 bdls. laths, R. H. Dahl & Co."
"18740502_1. p. 6 a╠Ç 8 - May 2 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001_gemini.txt",7,Christiana,Drammen,LONDON,"—146 doz. battens, C. J. Im Thurn & Co. ; 1,062 doz. battens, A. Pelly & Co. ; 5,487 pcs. battens, Tagart, Boysen, &",,,,1874,2,May,1874,False,early_at,0.9,"Order. Christiana @ Drammen,—146 doz. battens, C. J. Im Thurn & Co. ; 1,062 doz. battens, A. Pelly & Co. ; 5,487 pcs. battens, Tagart, Boysen, & Co. Christiana @ Christiania,—110 fms. firewood, With & Co. (part of deck cargo washed overboard). Svea @ Christiania,—208 fms. firewood, Dahl & Sadler. Amelia @ Saunesund,—227 fms. firewood, Duus, Brown, & Co. (about 15 fms. thrown overboard). Cecilia @ Fredrikstad,—176 fms. firewood, Erlundsen. Haabets Anker @ Fredrikstad,—3,409 deals, 41,975 pcs. boards, 7,077 staves, Tagart & Co. Tonsberg @ Fredrikstad,—28,899 pcs. flooring boards, 190 bdls. laths, R. H. Dahl & Co."
"18740502_1. p. 6 a╠Ç 8 - May 2 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001_gemini.txt",7,Christiana,Christiania,LONDON,"—110 fms. firewood, With & Co. (part of deck cargo washed overboard). Svea @ Christiania,—208 fms. firewood, Dahl & Sadler. Amelia @ Saunesund,—227 fms. firewood, Duus, Brown, & Co. (about 15 fms. thrown overboard). Cecilia @ Fredrikstad,—176 fms. firewood, Erlundsen. Haabets Anker @ Fredrikstad,—3,409 deals, 41,975 pcs. boards, 7,077 staves, Tagart & Co. Tonsberg @ Fredrikstad,—28,899 pcs. flooring boards, 190 bdls. laths, R. H. Dahl & Co.",,,,1874,2,May,1874,False,early_at,0.9,"Co. Christiana @ Christiania,—110 fms. firewood, With & Co. (part of deck cargo washed overboard). Svea @ Christiania,—208 fms. firewood, Dahl & Sadler. Amelia @ Saunesund,—227 fms. firewood, Duus, Brown, & Co. (about 15 fms. thrown overboard). Cecilia @ Fredrikstad,—176 fms. firewood, Erlundsen. Haabets Anker @ Fredrikstad,—3,409 deals, 41,975 pcs. boards, 7,077 staves, Tagart & Co. Tonsberg @ Fredrikstad,—28,899 pcs. flooring boards, 190 bdls. laths, R. H. Dahl & Co."
"18740502_1. p. 6 a╠Ç 8 - May 2 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001_gemini.txt",7,Svea,Christiania,LONDON,—208 fms. firewood,,,,1874,2,May,1874,False,early_at,0.9,"Svea @ Christiania,—208 fms. firewood, Dahl & Sadler. Amelia @ Saunesund,—227 fms. firewood, Duus, Brown, & Co. (about 15 fms. thrown overboard). Cecilia @ Fredrikstad,—176 fms. firewood, Erlundsen. Haabets Anker @ Fredrikstad,—3,409 deals, 41,975 pcs. boards, 7,077 staves, Tagart & Co. Tonsberg @ Fredrikstad,—28,899 pcs. flooring boards, 190 bdls. laths, R. H. Dahl & Co."
"18740502_1. p. 6 a╠Ç 8 - May 2 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001_gemini.txt",7,Amelia,Saunesund,LONDON,"—227 fms. firewood, Duus, Brown, & Co. (about 15 fms. thrown overboard). Cecilia @ Fredrikstad,—176 fms. firewood, Erlundsen. Haabets Anker @ Fredrikstad,—3,409 deals, 41,975 pcs. boards, 7,077 staves, Tagart & Co. Tonsberg @ Fredrikstad,—28,899 pcs. flooring boards, 190 bdls. laths, R. H. Dahl & Co.",,,,1874,2,May,1874,False,early_at,0.9,"Dahl & Sadler. Amelia @ Saunesund,—227 fms. firewood, Duus, Brown, & Co. (about 15 fms. thrown overboard). Cecilia @ Fredrikstad,—176 fms. firewood, Erlundsen. Haabets Anker @ Fredrikstad,—3,409 deals, 41,975 pcs. boards, 7,077 staves, Tagart & Co. Tonsberg @ Fredrikstad,—28,899 pcs. flooring boards, 190 bdls. laths, R. H. Dahl & Co."
"18740502_1. p. 6 a╠Ç 8 - May 2 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001_gemini.txt",7,Cecilia,Fredrikstad,LONDON,—176 fms. firewood,,,,1874,2,May,1874,False,early_at,0.9,"Cecilia @ Fredrikstad,—176 fms. firewood, Erlundsen. Haabets Anker @ Fredrikstad,—3,409 deals, 41,975 pcs. boards, 7,077 staves, Tagart & Co. Tonsberg @ Fredrikstad,—28,899 pcs. flooring boards, 190 bdls. laths, R. H. Dahl & Co."
"18740502_1. p. 6 a╠Ç 8 - May 2 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001_gemini.txt",7,Haabets Anker,Fredrikstad,LONDON,"—3,409 deals, 41,975 pcs. boards, 7,077 staves",,,,1874,2,May,1874,False,early_at,0.9,"Erlundsen. Haabets Anker @ Fredrikstad,—3,409 deals, 41,975 pcs. boards, 7,077 staves, Tagart & Co. Tonsberg @ Fredrikstad,—28,899 pcs. flooring boards, 190 bdls. laths, R. H. Dahl & Co."
"18740502_1. p. 6 a╠Ç 8 - May 2 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001_gemini.txt",7,Tonsberg,Fredrikstad,LONDON,"—28,899 pcs. flooring boards, 190 bdls. laths, R. H. Dahl & Co.",,,,1874,2,May,1874,False,early_at,0.9,"Tagart & Co. Tonsberg @ Fredrikstad,—28,899 pcs. flooring boards, 190 bdls. laths, R. H. Dahl & Co."
"18740502_1. p. 6 a╠Ç 8 - May 2 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001_gemini.txt",8,Gwalia,Christiania,LONDON,"—5,107 spars and masts",,,,1874,2,May,1874,False,early_at,0.9,"Gwalia @ Christiania,—5,107 spars and masts, W. Cossery. Try @ Drammen,—724 doz. battens, 3,871 doz. boards, Tagart & Co. Fosnes @ Fredrikstad,—114 fms. firewood, J. Neck & Son. Agnar @ Drammen,—207 fms. firewood, 1 fm. edgings, 4 fms. slabs, With & Co. Earl of Shaftesbury @ Skien,—203 fms. firewood, J. Neck & Son. Henry @ Sarpsborg,—168 fms. firewood, With & Co. Parr @ Christiania,—22 fms. firewood, J. Neck & Son. Cora @ Dram,—2,621 battens, Nansen. Charles Northcote @ Gothenburg,—12 logs and 25 t. mahogany, 6,011 spars and m'sts, C. G. Graham & Co. Sophie @ Christiania,—25,199 boards, 8 fms. firewood, G. Schofield. Isabella @ Christiania,—412 logs mahogany and cedar, With, Webster, & Co."
"18740502_1. p. 6 a╠Ç 8 - May 2 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001_gemini.txt",8,W. Cossery. Try,Drammen,LONDON,"—724 doz. battens, 3,871 doz. boards",,,,1874,2,May,1874,False,early_at,0.9,"W. Cossery. Try @ Drammen,—724 doz. battens, 3,871 doz. boards, Tagart & Co. Fosnes @ Fredrikstad,—114 fms. firewood, J. Neck & Son. Agnar @ Drammen,—207 fms. firewood, 1 fm. edgings, 4 fms. slabs, With & Co. Earl of Shaftesbury @ Skien,—203 fms. firewood, J. Neck & Son. Henry @ Sarpsborg,—168 fms. firewood, With & Co. Parr @ Christiania,—22 fms. firewood, J. Neck & Son. Cora @ Dram,—2,621 battens, Nansen. Charles Northcote @ Gothenburg,—12 logs and 25 t. mahogany, 6,011 spars and m'sts, C. G. Graham & Co. Sophie @ Christiania,—25,199 boards, 8 fms. firewood, G. Schofield. Isabella @ Christiania,—412 logs mahogany and cedar, With, Webster, & Co."
