source_file,line_number,ship_name,origin_port,destination_port,cargo,merchant,arrival_day,arrival_month,arrival_year,publication_day,publication_month,publication_year,is_steamship,format_type,confidence,raw_line
18870702_1. p. 19-21- Imports - July 2 1887 - Timber Trades Journal 1887_p001_polaris_polaris.txt,8,Heather Bell,Weatour,INVERNESS,"18,963 deals-W. Gradwell & Son.",W. Gradwell & Son.,1,Dec,1887,2,July,1887,False,condensed,0.9,"Heather Bell—Weatour-18,963 deals— W. Gradwell & Son."
18870702_1. p. 19-21- Imports - July 2 1887 - Timber Trades Journal 1887_p001_polaris_polaris.txt,11,Freskene,"Hansen, R.",INVERNESS,"5,981 pt. plw.-J. W. Pratt & Sons.",J. W. Pratt & Sons.,1,Dec,1887,2,July,1887,False,condensed,0.9,"Freskene—Hansen, R.-5,981 pt. plw.— J. W. Pratt & Sons."
18870702_1. p. 19-21- Imports - July 2 1887 - Timber Trades Journal 1887_p001_polaris_polaris.txt,14,Genoso,Christiansen,BOSTON,"6,136 batn. and ends, 765 pcs. bds. and 98 deals-S. C. a W. Colvile.",S. C. a W. Colvile.,1,Dec,1887,2,July,1887,False,condensed,1.0,"Genoso-Christiansen-6,136 batn. and ends, 765 pcs. bds. and 98 deals—S. C. a W. Colvile."
18870702_1. p. 19-21- Imports - July 2 1887 - Timber Trades Journal 1887_p001_polaris_polaris.txt,29,Bredgde Olsen,Strand,BURTON,"17,785 battern fir-J. Ferguson.",J. Ferguson.,1,Dec,1887,2,July,1887,False,condensed,0.9,"Bredgde Olsen—Strand-17,785 battern fir —J. Ferguson."
18870702_1. p. 19-21- Imports - July 2 1887 - Timber Trades Journal 1887_p001_polaris_polaris.txt,36,Alert,Clapton,BURTON,"7,581 cans. pitwood-Order.",Order.,1,Dec,1887,2,July,1887,False,condensed,0.9,"Alert—Clapton-7,581 cans. pitwood— Order."
18870702_1. p. 19-21- Imports - July 2 1887 - Timber Trades Journal 1887_p001_polaris_polaris.txt,46,Ethel,Sadler,BURTON,"5,144 pt. pcs. av. fir and pices-H. Smith & Sons.",H. Smith & Sons.,1,Dec,1887,2,July,1887,False,condensed,0.9,"Ethel-Sadler-5,144 pt. pcs. av. fir and pices—H. Smith & Sons."
18870702_1. p. 19-21- Imports - July 2 1887 - Timber Trades Journal 1887_p001_polaris_polaris.txt,52,Spr.,,BURTON,diam. W. Tarbutt & Co.,,1,Dec,1887,2,July,1887,False,condensed,0.9,Spr. diam.—W. Tarbutt & Co.
18870702_1. p. 19-21- Imports - July 2 1887 - Timber Trades Journal 1887_p001_polaris_polaris.txt,57,M. Guisebiffer,"Strand, N.",BURTON,"18,124 pcs. timber-P. & O. Co.",P. & O. Co.,1,Dec,1887,2,July,1887,False,condensed,0.9,"M. Guisebiffer—Strand, N.-18,124 pcs. timber—P. & O. Co."
18870702_1. p. 19-21- Imports - July 2 1887 - Timber Trades Journal 1887_p001_polaris_polaris.txt,59,Welsh Prince,Archibald,BURTON,"52,332, deals and batten-P. & O. Co.",P. & O. Co.,1,Dec,1887,2,July,1887,False,condensed,0.9,"Welsh Prince—Archibald-52,332, deals and batten—P. & O. Co."
18870702_1. p. 19-21- Imports - July 2 1887 - Timber Trades Journal 1887_p001_polaris_polaris.txt,61,Atholl,Mackintosh,BURTON,"30,639 deals-M. Adam.",M. Adam.,1,Dec,1887,2,July,1887,False,condensed,0.9,"P. & O. Co.  Atholl— Mackintosh-30,639 deals—M. Adam."
18870702_1. p. 19-21- Imports - July 2 1887 - Timber Trades Journal 1887_p001_polaris_polaris.txt,67,Etona,Hilton,BURTON,"26,526 cps. deals-Price & Co.",Price & Co.,1,Dec,1887,2,July,1887,False,condensed,0.9,"Etona—Hilton-26,526 cps. deals—Price & Co."
18870702_1. p. 19-21- Imports - July 2 1887 - Timber Trades Journal 1887_p001_polaris_polaris.txt,72,F. Normanton,Wilson,GOOLE,"19,360 deals, batts. slns. and bdls. scantling-Frampton, Ingham, & Co.","Frampton, Ingham, & Co.",1,Dec,1887,2,July,1887,False,condensed,0.9,"F. Normanton—Wilson-19,360 deals, batts. slns. and bdls. scantling—Frampton, Ingham, & Co."
18870702_1. p. 19-21- Imports - July 2 1887 - Timber Trades Journal 1887_p001_polaris_polaris.txt,74,Accounts,Loder,GOOLE,"6,975 deals, batten and boards-Finn, Margerrison, & Co.","Finn, Margerrison, & Co.",1,Dec,1887,2,July,1887,False,condensed,0.9,"Accounts—Loder-6,975 deals, batten and boards —Finn, Margerrison, & Co."
18870702_1. p. 19-21- Imports - July 2 1887 - Timber Trades Journal 1887_p001_polaris_polaris.txt,81,Moyes,Fran,GOOLE,"Kjursa, 17,003 battens-Illingworth, Ingham, & Co.","Illingworth, Ingham, & Co.",1,Dec,1887,2,July,1887,False,condensed,0.9,"Moyes-Fran—Kjursa, 17,003 battens-Illingworth, Ingham, & Co."
18870702_1. p. 19-21- Imports - July 2 1887 - Timber Trades Journal 1887_p001_polaris_polaris.txt,85,Tait & Co.,Ventito,GOOLE,"Otto, 111,867 cubs. firewood-Taylor & Co.",Taylor & Co.,1,Dec,1887,2,July,1887,False,condensed,0.9,"Tait & Co.  Ventito—Otto, 111,867 cubs. firewood—Taylor & Co."
18870702_1. p. 19-21- Imports - July 2 1887 - Timber Trades Journal 1887_p001_polaris_polaris.txt,94,St.,Olaus,GOOLE,"Nielsen, 14,905 battens, batten ends and deals-Moller & Co.",Moller & Co.,1,Dec,1887,2,July,1887,False,condensed,0.9,"St. Olaus—Nielsen, 14,905 battens, batten ends and deals—Moller & Co."
18870702_1. p. 19-21- Imports - July 2 1887 - Timber Trades Journal 1887_p001_polaris_polaris.txt,106,J. Clark & Co.,Hauritid,GOOLE,W. Watson & Co.,,1,Dec,1887,2,July,1887,False,condensed,0.9,J. Clark & Co.  Hauritid—W. Watson & Co.
18870702_1. p. 19-21- Imports - July 2 1887 - Timber Trades Journal 1887_p001_polaris_polaris.txt,116,D. Smailes & Son.,Samblende,GOOLE,"Persson, 57 sawn fir-Balfour & Co.",Balfour & Co.,1,Dec,1887,2,July,1887,False,condensed,0.9,"D. Smailes & Son.  Samblende—Persson, 57 sawn fir—Balfour & Co."
18870702_1. p. 19-21- Imports - July 2 1887 - Timber Trades Journal 1887_p001_polaris_polaris.txt,120,Fali,Thoste,GOOLE,Hansen;555 bdls. slats— R. B. & Co.,,1,Dec,1887,2,July,1887,False,condensed,0.9,"Cooper & Sons.  Fali—Thoste-Hansen-14,555 bdls. slats— R. B. & Co."
18870702_1. p. 19-21- Imports - July 2 1887 - Timber Trades Journal 1887_p001_polaris_polaris.txt,120,bdls.,,GOOLE,slats R. B. & Co.,,1,Dec,1887,2,July,1887,False,condensed,0.9,555 bdls. slats— R. B. & Co.
18870702_1. p. 19-21- Imports - July 2 1887 - Timber Trades Journal 1887_p001_polaris_polaris.txt,126,Harrison & Co.,Fremad,GOOLE,"Petersen, 16,009 logs and bds.-S. A. Macallum & Co.",S. A. Macallum & Co.,1,Dec,1887,2,July,1887,False,condensed,0.9,"Harrison & Co.  Fremad—Petersen, 16,009 logs and bds.—S. A. Macallum & Co."
18870702_1. p. 19-21- Imports - July 2 1887 - Timber Trades Journal 1887_p001_polaris_polaris.txt,130,Finuala,Tann,GOOLE,"37,691 pt. logs and bds.-Pyman and Co.",Pyman and Co.,1,Dec,1887,2,July,1887,False,condensed,0.9,"Finuala—Tann-37,691 pt. logs and bds.—Pyman and Co."
18870702_1. p. 19-21- Imports - July 2 1887 - Timber Trades Journal 1887_p001_polaris_polaris.txt,134,Kristiandsund,Bro,GOOLE,"26,101 pt. logs-Order.",Order.,1,Dec,1887,2,July,1887,False,condensed,0.9,"Kristiandsund—Bro—26,101 pt. logs—Order."
18870702_1. p. 19-21- Imports - July 2 1887 - Timber Trades Journal 1887_p001_polaris_polaris.txt,140,Carin,Salm,GOOLE,Wesslö,,1,Dec,1887,2,July,1887,False,condensed,0.9,"Carin—Salm-Wesslö—20,745 pcs. pt. logs bt. & ends, &c.—Pyman & Co."
18870702_1. p. 19-21- Imports - July 2 1887 - Timber Trades Journal 1887_p001_polaris_polaris.txt,154,Eliza,Johannessen,GOOLE,"Engeland, 16,000 pit logs-Bruce & Co.",Bruce & Co.,1,Dec,1887,2,July,1887,False,condensed,0.9,"Eliza Johannessen—Engeland, 16,000 pit logs—Bruce & Co."
18870702_1. p. 19-21- Imports - July 2 1887 - Timber Trades Journal 1887_p001_polaris_polaris.txt,185,Ventito,Otto,GOOLE,"111,867 cub. ft. firewood-Taylor & Co.",Taylor & Co.,1,Dec,1887,2,July,1887,False,condensed,0.9,"Tait & Co.  Ventito—Otto-111,867 cub. ft. firewood—Taylor & Co."
18870702_1. p. 19-21- Imports - July 2 1887 - Timber Trades Journal 1887_p001_polaris_polaris.txt,194,Olaus,Nielsen,GOOLE,"14,905 battens, batten ends and deals-Moller & Co.",Moller & Co.,1,Dec,1887,2,July,1887,False,condensed,0.9,"St. Olaus—Nielsen-14,905 battens, batten ends and deals-Moller & Co."
18870702_1. p. 19-21- Imports - July 2 1887 - Timber Trades Journal 1887_p001_polaris_polaris.txt,206,J. Clark & Co.,Hauritid,GOOLE,W. Watson & Co.,,1,Dec,1887,2,July,1887,False,condensed,0.9,J. Clark & Co.  Hauritid-W. Watson & Co.
18870702_1. p. 19-21- Imports - July 2 1887 - Timber Trades Journal 1887_p001_polaris_polaris.txt,216,D. Smailes & Son.,Samblende,GOOLE,"Persson, 57 sawn fir-Balfour & Co.",Balfour & Co.,1,Dec,1887,2,July,1887,False,condensed,0.9,"D. Smailes & Son.  Samblende-Persson, 57 sawn fir-Balfour & Co."
18870702_1. p. 19-21- Imports - July 2 1887 - Timber Trades Journal 1887_p001_polaris_polaris.txt,220,Fall,Thoste,GOOLE,Hansen;555 bdls. slats- R. B. & Co.,,1,Dec,1887,2,July,1887,False,condensed,0.9,"Cooper & Sons.  Fall-Thoste-Hansen-14,555 bdls. slats- R. B. & Co."
18870702_1. p. 19-21- Imports - July 2 1887 - Timber Trades Journal 1887_p001_polaris_polaris.txt,226,Harrison & Co.,Fremad,GOOLE,"Petersen, 16,009 logs and bds.-S. A. Macallum & Co.",S. A. Macallum & Co.,1,Dec,1887,2,July,1887,False,condensed,0.9,"Harrison & Co.  Fremad-Petersen, 16,009 logs and bds.-S. A. Macallum & Co."
18870702_1. p. 19-21- Imports - July 2 1887 - Timber Trades Journal 1887_p001_polaris_polaris.txt,230,Finuala,Tann,GOOLE,"37,691 pt. logs and bds.-Pyman and Co.",Pyman and Co.,1,Dec,1887,2,July,1887,False,condensed,0.9,"Finuala-Tann-37,691 pt. logs and bds.-Pyman and Co."
