source_file,line_number,ship_name,origin_port,destination_port,cargo,merchant,arrival_day,arrival_month,arrival_year,publication_day,publication_month,publication_year,is_steamship,format_type,confidence,raw_line
18811112_18811112p.324_p003_polaris_polaris.txt,4,Sweden,Schooner,NEWPORT,Ahlmann;000 ps. battens.-Order; E. Sturgeon.,,5,Nov,1881,12,November,1881,False,condensed,0.9,"Sweden-Schooner-Ahlmann-40,000 ps. battens.-Order; E. Sturgeon."
18811112_18811112p.324_p003_polaris_polaris.txt,10,Bremen,Schooner,NEWPORT,Muller;000 ps. battens.-Order; S. Thomes.,,5,Nov,1881,12,November,1881,False,condensed,0.9,"Bremen-Schooner-Muller-16,000 ps. battens.-Order; S. Thomes."
18811112_18811112p.324_p003_polaris_polaris.txt,14,Sweden,Schooner,NEWPORT,Employ:ted;000 ps. pipe-staves.—Order; Courtenay & Co.,,4,Nov,1881,12,November,1881,False,condensed,0.9,"4 Sweden-Schooner-Employ:ted-21,750 ps. battens; 14,000 ps. deals; 1,000 ps. pipe-staves.—Order; Courtenay & Co."
18811112_18811112p.324_p003_polaris_polaris.txt,16,Rotterdam,Sch. Liffey,NEWPORT,Blackman;000 ps. pipe-staves.-Order; Monke & Co.,,7,Nov,1881,12,November,1881,False,condensed,0.9,"7 Rotterdam-Sch. Liffey-Blackman-99,700 ps. pourplanks; 17,000 ps. des.; 7,000 ps. pipe-staves.-Order; Monke & Co."
18811112_18811112p.324_p003_polaris_polaris.txt,18,Sweden,Schooner,NEWPORT,Mary;000 ps. battens.-Order; E. & E. Davis.,,7,Nov,1881,12,November,1881,False,condensed,0.9,"7 Sweden-Schooner-Mary-18,000 ps. battens.-Order; E. & E. Davis."
18811112_18811112p.324_p003_polaris_polaris.txt,20,Netherlands,Sch. Maria,NEWPORT,"40,000 ps. battens.",,8,Nov,1881,12,November,1881,False,condensed,0.9,"8 Netherlands-Sch. Maria-40,000 ps. battens.-Order; J. W. Sturgeon."
18811112_18811112p.324_p003_polaris_polaris.txt,22,Harburg,Schooner,NEWPORT,Star;000 ps. pipe-staves.-Order; W. Blackburn.,,9,Nov,1881,12,November,1881,False,condensed,0.9,"9 Harburg-Schooner-Star-36,000 ps. pourplanks; 17,000 ps. desks; 5,000 ps. pipe-staves.-Order; W. Blackburn."
18811112_18811112p.324_p003_polaris_polaris.txt,24,Petersburg,Sch. Maria,NEWPORT,"40,000 ps. battens.",,9,Nov,1881,12,November,1881,False,condensed,0.9,"9 St. Petersburg-Sch. Maria-40,000 ps. battens.-Order; J. W. Sturgeon."
18811112_18811112p.324_p003_polaris_polaris.txt,26,Bremen,Sch. Mercur,NEWPORT,"24,000 ps. battens.",,9,Nov,1881,12,November,1881,False,condensed,0.9,"9 Bremen-Sch. Mercur-24,000 ps. battens.-Order; H. H. de Stout and Co."
18811112_18811112p.324_p003_polaris_polaris.txt,28,Sweden,Sch. Emma,NEWPORT,"25,000 ps. battens.",,9,Nov,1881,12,November,1881,False,condensed,0.9,"9 Sweden-Sch. Emma-25,000 ps. battens.-Order; J. W. Sturgeon."
18811112_18811112p.324_p003_polaris_polaris.txt,30,Finland,Sch. Ilmatar,NEWPORT,"45,000 ps. battens, 10,000 ps. desks.",,9,Nov,1881,12,November,1881,False,condensed,0.9,"9 Finland-Sch. Ilmatar-45,000 ps. battens, 10,000 ps. desks.-Order; B. Strachan."
18811112_18811112p.324_p003_polaris_polaris.txt,32,Riga,Sch. Comet,NEWPORT,"42,000 ps. battens.",,9,Nov,1881,12,November,1881,False,condensed,0.9,"9 Riga-Sch. Comet-42,000 ps. battens.-Order; W. Blackburn."
18811112_18811112p.324_p003_polaris_polaris.txt,34,Harburg,Sch. Carolina,NEWPORT,"44,000 ps. pourplanks; 15,000 ps. desks.",,9,Nov,1881,12,November,1881,False,condensed,0.9,"Harburg-Sch. Carolina-44,000 ps. pourplanks; 15,000 ps. desks.-Order; Monke & Co."
18811112_18811112p.324_p003_polaris_polaris.txt,36,Harburg,Sch. Germania,NEWPORT,"40,000 ps. pourplanks; 15,000 ps. desks.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"3 Harburg-Sch. Germania-40,000 ps. pourplanks; 15,000 ps. desks.-Order; Monke & Co."
18811112_18811112p.324_p003_polaris_polaris.txt,38,Bremen,Sch. Minna,NEWPORT,"24,000 ps. battens.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"3 Bremen-Sch. Minna-24,000 ps. battens.-Order; H. H. de Stout and Co."
18811112_18811112p.324_p003_polaris_polaris.txt,40,Sweden,Sch. Aurora,NEWPORT,"25,000 ps. battens.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"3 Sweden-Sch. Aurora-25,000 ps. battens.-Order; J. W. Sturgeon."
18811112_18811112p.324_p003_polaris_polaris.txt,42,Finland,Sch. Helios,NEWPORT,"45,000 ps. battens; 10,000 ps. desks.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"3 Finland-Sch. Helios-45,000 ps. battens; 10,000 ps. desks.-Order; B. Strachan."
18811112_18811112p.324_p003_polaris_polaris.txt,44,Riga,Sch. Neptune,NEWPORT,"42,000 ps. battens.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"3 Riga-Sch. Neptune-42,000 ps. battens.-Order; W. Blackburn."
18811112_18811112p.324_p003_polaris_polaris.txt,46,Sweden,Sch. Ida,NEWPORT,"25,000 ps. battens.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"3 Sweden-Sch. Ida-25,000 ps. battens.-Order; J. W. Sturgeon."
18811112_18811112p.324_p003_polaris_polaris.txt,48,Finland,Sch. Flora,NEWPORT,"45,000 ps. battens; 10,000 ps. desks.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"3 Finland-Sch. Flora-45,000 ps. battens; 10,000 ps. desks.-Order; B. Strachan."
18811112_18811112p.324_p003_polaris_polaris.txt,50,Riga,Sch. Orion,NEWPORT,"42,000 ps. battens.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"3 Riga-Sch. Orion-42,000 ps. battens.-Order; W. Blackburn."
18811112_18811112p.324_p003_polaris_polaris.txt,52,Sweden,Sch. Lina,NEWPORT,"25,000 ps. battens.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"3 Sweden-Sch. Lina-25,000 ps. battens.-Order; J. W. Sturgeon."
18811112_18811112p.324_p003_polaris_polaris.txt,54,Finland,Sch. Vega,NEWPORT,"45,000 ps. battens; 10,000 ps. desks.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"3 Finland-Sch. Vega-45,000 ps. battens; 10,000 ps. desks.-Order; B. Strachan."
18811112_18811112p.324_p003_polaris_polaris.txt,56,Riga,Sch. Sirius,NEWPORT,"42,000 ps. battens.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"3 Riga-Sch. Sirius-42,000 ps. battens.-Order; W. Blackburn."
18811112_18811112p.324_p003_polaris_polaris.txt,58,Sweden,Sch. Nora,NEWPORT,"25,000 ps. battens.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"3 Sweden-Sch. Nora-25,000 ps. battens.-Order; J. W. Sturgeon."
18811112_18811112p.324_p003_polaris_polaris.txt,60,Finland,Sch. Lyra,NEWPORT,"45,000 ps. battens; 10,000 ps. desks.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"3 Finland-Sch. Lyra-45,000 ps. battens; 10,000 ps. desks.-Order; B. Strachan."
18811112_18811112p.324_p003_polaris_polaris.txt,62,Riga,Sch. Altair,NEWPORT,"42,000 ps. battens.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"3 Riga-Sch. Altair-42,000 ps. battens.-Order; W. Blackburn."
18811112_18811112p.324_p003_polaris_polaris.txt,64,Sweden,Sch. Alma,NEWPORT,"25,000 ps. battens.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"3 Sweden-Sch. Alma-25,000 ps. battens.-Order; J. W. Sturgeon."
18811112_18811112p.324_p003_polaris_polaris.txt,66,Finland,Sch. Beta,NEWPORT,"45,000 ps. battens; 10,000 ps. desks.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"3 Finland-Sch. Beta-45,000 ps. battens; 10,000 ps. desks.-Order; B. Strachan."
18811112_18811112p.324_p003_polaris_polaris.txt,68,Riga,Sch. Gamma,NEWPORT,"42,000 ps. battens.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"3 Riga-Sch. Gamma-42,000 ps. battens.-Order; W. Blackburn."
18811112_18811112p.324_p003_polaris_polaris.txt,70,Sweden,Sch. Delta,NEWPORT,"25,000 ps. battens.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"3 Sweden-Sch. Delta-25,000 ps. battens.-Order; J. W. Sturgeon."
18811112_18811112p.324_p003_polaris_polaris.txt,72,Finland,Sch. Epsilon,NEWPORT,"45,000 ps. battens; 10,000 ps. desks.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"3 Finland-Sch. Epsilon-45,000 ps. battens; 10,000 ps. desks.-Order; B. Strachan."
18811112_18811112p.324_p003_polaris_polaris.txt,74,Riga,Sch. Zeta,NEWPORT,"42,000 ps. battens.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"3 Riga-Sch. Zeta-42,000 ps. battens.-Order; W. Blackburn."
18811112_18811112p.324_p003_polaris_polaris.txt,76,Sweden,Sch. Eta,NEWPORT,"25,000 ps. battens.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"3 Sweden-Sch. Eta-25,000 ps. battens.-Order; J. W. Sturgeon."
18811112_18811112p.324_p003_polaris_polaris.txt,78,Finland,Sch. Theta,NEWPORT,"45,000 ps. battens; 10,000 ps. desks.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"3 Finland-Sch. Theta-45,000 ps. battens; 10,000 ps. desks.-Order; B. Strachan."
18811112_18811112p.324_p003_polaris_polaris.txt,80,Riga,Sch. Iota,NEWPORT,"42,000 ps. battens.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"3 Riga-Sch. Iota-42,000 ps. battens.-Order; W. Blackburn."
18811112_18811112p.324_p003_polaris_polaris.txt,82,Sweden,Sch. Kappa,NEWPORT,"25,000 ps. battens.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"3 Sweden-Sch. Kappa-25,000 ps. battens.-Order; J. W. Sturgeon."
18811112_18811112p.324_p003_polaris_polaris.txt,84,Finland,Sch. Lambda,NEWPORT,"45,000 ps. battens; 10,000 ps. desks.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"3 Finland-Sch. Lambda-45,000 ps. battens; 10,000 ps. desks.-Order; B. Strachan."
18811112_18811112p.324_p003_polaris_polaris.txt,86,Riga,Sch. Mu,NEWPORT,"42,000 ps. battens.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"3 Riga-Sch. Mu-42,000 ps. battens.-Order; W. Blackburn."
18811112_18811112p.324_p003_polaris_polaris.txt,88,Sweden,Sch. Nu,NEWPORT,"25,000 ps. battens.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"3 Sweden-Sch. Nu-25,000 ps. battens.-Order; J. W. Sturgeon."
18811112_18811112p.324_p003_polaris_polaris.txt,90,Finland,Sch. Xi,NEWPORT,"45,000 ps. battens; 10,000 ps. desks.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"3 Finland-Sch. Xi-45,000 ps. battens; 10,000 ps. desks.-Order; B. Strachan."
18811112_18811112p.324_p003_polaris_polaris.txt,92,Riga,Sch. Omicron,NEWPORT,"42,000 ps. battens.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"3 Riga-Sch. Omicron-42,000 ps. battens.-Order; W. Blackburn."
18811112_18811112p.324_p003_polaris_polaris.txt,94,Sweden,Sch. Pi,NEWPORT,"25,000 ps. battens.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"3 Sweden-Sch. Pi-25,000 ps. battens.-Order; J. W. Sturgeon."
18811112_18811112p.324_p003_polaris_polaris.txt,96,Finland,Sch. Rho,NEWPORT,"45,000 ps. battens; 10,000 ps. desks.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"3 Finland-Sch. Rho-45,000 ps. battens; 10,000 ps. desks.-Order; B. Strachan."
18811112_18811112p.324_p003_polaris_polaris.txt,98,Riga,Sch. Sigma,NEWPORT,"42,000 ps. battens.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"3 Riga-Sch. Sigma-42,000 ps. battens.-Order; W. Blackburn."
18811112_18811112p.324_p003_polaris_polaris.txt,100,Sweden,Sch. Tau,NEWPORT,"25,000 ps. battens.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"3 Sweden-Sch. Tau-25,000 ps. battens.-Order; J. W. Sturgeon."
18811112_18811112p.324_p003_polaris_polaris.txt,102,Finland,Sch. Upsilon,NEWPORT,"45,000 ps. battens; 10,000 ps. desks.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"3 Finland-Sch. Upsilon-45,000 ps. battens; 10,000 ps. desks.-Order; B. Strachan."
18811112_18811112p.324_p003_polaris_polaris.txt,104,Riga,Sch. Phi,NEWPORT,"42,000 ps. battens.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"3 Riga-Sch. Phi-42,000 ps. battens.-Order; W. Blackburn."
18811112_18811112p.324_p003_polaris_polaris.txt,106,Sweden,Sch. Chi,NEWPORT,"25,000 ps. battens.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"3 Sweden-Sch. Chi-25,000 ps. battens.-Order; J. W. Sturgeon."
18811112_18811112p.324_p003_polaris_polaris.txt,108,Finland,Sch. Psi,NEWPORT,"45,000 ps. battens; 10,000 ps. desks.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"3 Finland-Sch. Psi-45,000 ps. battens; 10,000 ps. desks.-Order; B. Strachan."
18811112_18811112p.324_p003_polaris_polaris.txt,110,Riga,Sch. Omega,NEWPORT,"42,000 ps. battens.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"3 Riga-Sch. Omega-42,000 ps. battens.-Order; W. Blackburn."
18811112_18811112p.324_p003_polaris_polaris.txt,116,Dutch,Jansen,NEWPORT,"163,000 staves.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"3 Dutch-Jansen-163,000 staves."
18811112_18811112p.324_p003_polaris_polaris.txt,118,Finland,Sch. Lenore,NEWPORT,"2,750 pcs. ash, 671 pcs. oak.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"4 Finland-Sch. Lenore-2,750 pcs. ash, 671 pcs. oak."
18811112_18811112p.324_p003_polaris_polaris.txt,120,Dutch,Germania,NEWPORT,"8,680 staves, 1,000 ps. ash staves.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"4 Dutch-Germania-8,680 staves, 1,000 ps. ash staves."
18811112_18811112p.324_p003_polaris_polaris.txt,122,Norway,Sch. Ida,NEWPORT,"25,000 staves.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"4 Norway-Sch. Ida-25,000 staves."
18811112_18811112p.324_p003_polaris_polaris.txt,124,Baltic,Sch. Maria,NEWPORT,"5,000 ash staves.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"4 Baltic-Sch. Maria-5,000 ash staves."
18811112_18811112p.324_p003_polaris_polaris.txt,126,Dutch,Antje,NEWPORT,"11,700 staves.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"5 Dutch-Antje-11,700 staves."
18811112_18811112p.324_p003_polaris_polaris.txt,128,Harrington,Dordrecht,NEWPORT,"11,700 bbl. wood hoops.",,2,Nov,1881,12,November,1881,False,condensed,0.9,"2 Harrington-Dordrecht-11,700 bbl. wood hoops.-Order; Balk & Co."
18811112_18811112p.324_p003_polaris_polaris.txt,130,Hamburg,Bark,NEWPORT,"7,048 bales wood hoops.-Van Hemert & Co.",Van Hemert & Co.,2,Nov,1881,12,November,1881,False,condensed,0.9,"2 Hamburg-Bark-7,048 bales wood hoops.-Van Hemert & Co."
18811112_18811112p.324_p003_polaris_polaris.txt,132,Bremerhaven,Dordrecht,NEWPORT,"6,755 bbl. wood hoops.",,2,Nov,1881,12,November,1881,False,condensed,0.9,"2 Bremerhaven-Dordrecht-6,755 bbl. wood hoops.-Order; Van Hemert & Co."
18811112_18811112p.324_p003_polaris_polaris.txt,134,Dordrecht,Barque,NEWPORT,"7,048 bbl. wood hoops.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"3 Dordrecht-Barque-7,048 bbl. wood hoops.-Order; Van Hemert & Co."
18811112_18811112p.324_p003_polaris_polaris.txt,136,MISSING_FROM_OCR,Rotterdam,NEWPORT,"2,540 bbl. wood hoops.",,3,Nov,1881,12,November,1881,False,condensed,0.9,"3 Rotterdam-2,540 bbl. wood hoops.-Order; Van Hemert & Co."
18811112_18811112p.324_p003_polaris_polaris.txt,138,Dordrecht,Barque,NEWPORT,"7,048 bbl. wood hoops.",,4,Nov,1881,12,November,1881,False,condensed,0.9,"4 Dordrecht-Barque-7,048 bbl. wood hoops.-Order; Van Hemert & Co."
18811112_18811112p.324_p003_polaris_polaris.txt,140,Antwerp,Sandeford,NEWPORT,"24,148 props.",,4,Nov,1881,12,November,1881,False,condensed,0.9,"4 Antwerp-Sandeford-24,148 props.-Order; Anker."
18811112_18811112p.324_p003_polaris_polaris.txt,142,Dutch,Bark,NEWPORT,Gelderland,,5,Nov,1881,12,November,1881,False,condensed,0.9,"5 Dutch-Bark-Gelderland-3,113 ps. pipe and hogshead staves."
18811112_18811112p.324_p003_polaris_polaris.txt,144,Rotterdam,Schooner,NEWPORT,Pride; and beech staves.-Order; Brinkman.,,5,Nov,1881,12,November,1881,False,condensed,0.9,"5 Rotterdam-Schooner-Pride-496 pipes for beer, 31, 701 ps. oak, elm, and beech staves.-Order; Brinkman."
18811112_18811112p.324_p003_polaris_polaris.txt,146,Antwerp,Gelderland,NEWPORT,"3,113 ps. pipe and hogshead staves.",,5,Nov,1881,12,November,1881,False,condensed,0.9,"5 Antwerp-Gelderland-3,113 ps. pipe and hogshead staves."
18811112_18811112p.324_p003_polaris_polaris.txt,155,Star of the,North,NEWPORT,"Workington; 6,042 ps. battens.",,5,Nov,1881,12,November,1881,False,condensed,0.9,"Star of the North-Workington; 6,042 ps. battens."
18811112_18811112p.324_p003_polaris_polaris.txt,159,Agnes,Mary,NEWPORT,"Whitehaven; 40,000 pipe staves.",,5,Nov,1881,12,November,1881,False,condensed,0.9,"3 Agnes Mary-Whitehaven; 40,000 pipe staves."
18811112_18811112p.324_p003_polaris_polaris.txt,161,Industrious,Bee,NEWPORT,"Whitehaven; 50,000 ps. battens.",,5,Nov,1881,12,November,1881,False,condensed,0.9,"3 Industrious Bee-Whitehaven; 50,000 ps. battens."
18811112_18811112p.324_p003_polaris_polaris.txt,163,Florrie,White,NEWPORT,"Whitehaven; 45,000 pipe staves.",,5,Nov,1881,12,November,1881,False,condensed,0.9,"3 Florrie White-Whitehaven; 45,000 pipe staves."
18811112_18811112p.324_p003_polaris_polaris.txt,165,Peter and,Mary,NEWPORT,"Workington; 40,000 ps. battens.",,5,Nov,1881,12,November,1881,False,condensed,0.9,"4 Peter and Mary-Workington; 40,000 ps. battens."
18811112_18811112p.324_p003_polaris_polaris.txt,175,Good,Intent,NEWPORT,"Workington; 40,000 ps. battens.",,5,Nov,1881,12,November,1881,False,condensed,0.9,"Good Intent-Workington; 40,000 ps. battens."
18811112_18811112p.324_p003_polaris_polaris.txt,207,Conway,Castle,NEWPORT,"Whitehaven; 11,379 deals and battens.",,5,Nov,1881,12,November,1881,False,condensed,0.9,"Conway Castle-Whitehaven; 11,379 deals and battens.-Order; Williams."
18811112_18811112p.324_p003_polaris_polaris.txt,219,Star,All,NEWPORT,"6?; from Oleron; 5,279, 988 f. [?] [illegible]; for Brown & Co., Hill & Co.",,5,Nov,1881,12,November,1881,False,condensed,0.9,"Star-All-6?; from Oleron; 5,279, 988 f. [?] [illegible]; for Brown & Co., Hill & Co."
18811112_18811112p.324_p003_polaris_polaris.txt,245,Agnes &,Jane,MIDDLESBRO',"?; 1,440 qrs. beans.",,5,Nov,1881,12,November,1881,False,condensed,1.0,"Agnes & Jane-?; 1,440 qrs. beans."
18811112_18811112p.324_p003_polaris_polaris.txt,263,Robin,Goodfellow,DUNDEE,"Baltimore; 22,000 pit-props.",props.,5,Nov,1881,12,November,1881,False,condensed,0.9,"Robin Goodfellow-Baltimore; 22,000 pit-props."
18811112_18811112p.324_p003_polaris_polaris.txt,265,Fall of,Clarendon,DUNDEE,"Danzig; 490,000 hewn fir, 120 Qrs.",,5,Nov,1881,12,November,1881,False,condensed,0.9,"Fall of Clarendon-Danzig; 490,000 hewn fir, 120 Qrs.-Order; F. Thomson."
18811112_18811112p.324_p003_polaris_polaris.txt,269,Star of the,Isles,DUNDEE,"(a) New York; 5,800 bdls. staves-Allison",Allison,5,Nov,1881,12,November,1881,False,condensed,0.9,"Star of the Isles-(a) New York; 5,800 bdls. staves-Allison, Gilmour & Co.-(b) Manistequi?; Quebec; 2, 410 standard deals."
18811112_18811112p.324_p003_polaris_polaris.txt,269,Gilmour &,Co.,DUNDEE,"(b) Manistequi?; Quebec; 2, 410 standard deals.",,5,Nov,1881,12,November,1881,False,condensed,0.9,"Gilmour & Co.-(b) Manistequi?; Quebec; 2, 410 standard deals."
18811112_18811112p.324_p003_polaris_polaris.txt,284,Wm.,Dawson,DUNDEE,"Pictou; 1,300 tons coal.",,5,Nov,1881,12,November,1881,False,condensed,0.9,"Wm. Dawson-Pictou; 1,300 tons coal."
18811112_18811112p.324_p003_polaris_polaris.txt,302,John,Lockett,GREENOCK,Gothenburg; 30 deals and battens; Young & Co.,,5,Nov,1881,12,November,1881,False,condensed,0.9,John Lockett-Gothenburg; 30 deals and battens; Young & Co.
18811112_18811112p.324_p003_polaris_polaris.txt,312,General,Havelock,INVERNESS,Gdynia; staves.,,5,Nov,1881,12,November,1881,False,condensed,1.0,General Havelock-Gdynia; staves.
18811112_18811112p.324_p003_polaris_polaris.txt,322,John and,Mary,INVERNESS,?; 30 logs.,,5,Nov,1881,12,November,1881,False,condensed,0.9,John and Mary-?; 30 logs.
18811112_18811112p.324_p003_polaris_polaris.txt,372,Eliza,Ann,LYTTELTON,"Baltic; 1,000 deals.",,5,Nov,1881,12,November,1881,False,condensed,0.9,"Eliza Ann-Baltic; 1,000 deals."
18811112_18811112p.324_p003_polaris_polaris.txt,376,North,Briton,LYTTELTON,"?; 4,000 sleepers.",,5,Nov,1881,12,November,1881,False,condensed,0.9,"North Briton-?; 4,000 sleepers."
18811112_18811112p.324_p003_polaris_polaris.txt,395,Many of the trees are very,,LYTTELTON,"large 70 to 100 feet in height, and rising to great heights. Although the customer, so far, has been inconsiderable, yet, with better communication, it may without question, at no distant time be specially attracted to and furnish the greater thoroughfare of timber from which a great lumber industry will grow up throughout the region.",,5,Nov,1881,12,November,1881,False,condensed,0.9,"Indians. Many of the trees are very large — 70 to 100 feet in height, and rising to great heights. Although the customer, so far, has been inconsiderable, yet, with better communication, it may without question, at no distant time be specially attracted to and furnish the greater thoroughfare of timber from which a great lumber industry will grow up throughout the region."
18811217_18811217p.403_p001_gemini.txt,5,They consist mainly of,,TYNE,"pit props; one cargo from Quebec, three cargoes of deals from the Baltic, and one of Dantzic timber make up the main features of the list.",,5,Nov,1881,17,December,1881,False,condensed,1.0,"They consist mainly of pit-props; one cargo from Quebec, three cargoes of deals from the Baltic, and one of Dantzic timber make up the main features of the list."
