year,port_name,latitude,longitude,ship_count
1874,Riga,56.9520033661236,24.1136539340975,225
1874,Quebec City,46.8198570676248,-71.200611493121,224
1874,Cronstadt,59.9939156370316,29.7714865185547,155
1874,Klaipeda,55.71722,21.12861,129
1874,Drammen,59.7478785493119,10.1840215950051,98
1874,Christiania,59.9127593309038,10.7460535835705,93
1874,Danzig,54.3532540815076,18.6510183386231,91
1874,Gefle,60.6782700353304,17.1835063783265,76
1874,Gothenburg,57.70073799777,11.9680483386231,75
1874,Sundswall,62.3890780504242,17.3063352870027,61
1874,St. John,45.2727437249886,-66.0681749841308,52
1874,Fredrikstad,59.2139821431688,10.9357039213349,49
1874,Soderhamn,61.3020539997905,17.0512700317383,49
1874,Wyborg,60.7132675840768,28.7476258831691,43
1874,Pensacola,30.4172348803734,-87.2103635449219,42
1874,Bjorneborg,61.4862538765185,21.7956274920657,37
1874,Jamaica,17.997,-76.794,34
1874,New York,40.713197770232,-74.0078266455077,34
1874,Archangel,64.5412075020308,40.5439866455079,31
1874,Porsgrund,59.1429922168333,9.65712996826176,28
1874,Helsingfors,60.1711933248246,24.9319799409551,26
1874,Miramichi,47.0020037704552,-65.5685833227539,22
1874,Stettin,53.4252665374726,14.5555758306886,21
1874,Ventspils,57.4,21.5333,19
1874,Rangoon,16.8058031650266,96.1549083703614,18
1874,Stockholm,59.332961003529,18.0661433544922,18
1874,Ljusne,61.207568379634,17.1270999776843,17
1874,Richibucto,46.681336746494,-64.8648499999998,17
1874,Moss,59.459167,10.700833,16
1874,St. Petersburg,59.9339888563424,30.3067266455079,16
1874,Uleaborg,65.0115283017847,25.4736063917974,15
1874,Kotka,60.4671369633067,26.9184724444581,14
1874,Trondheim (Drontheim),63.4418008643108,10.4085794921875,14
1874,Arendal,58.4701420246829,8.7584524351543,13
1874,Christiansand,58.1439137156268,7.99468833862306,13
1874,Baltimore,39.2909022702315,-76.6096033227539,12
1874,Hudikswall,61.726078358643,17.1114100974464,12
1874,Liepāja,56.53,20.99,12
1874,Three Rivers,46.3410759877357,-72.5450299999999,12
1874,Kragero,58.8663222461009,9.39912854232773,11
1874,Savannah,32.084,-81.1,11
1874,Bremen,53.0751069869248,8.80453344224812,10
1874,Darien,31.3713087416854,-81.434368552408,10
1874,Doboy,31.3984854217237,-81.3275876955812,10
1874,Lulea,65.5836989328213,22.151866677246,10
1874,Hamburg,53.5381947874472,9.96457836097262,9
1874,Hernosand,62.6335551234768,17.9374935762681,9
1874,Laurvig,59.0519993698318,10.0222858306885,9
1874,Minatitlan,17.979,-94.549,9
1874,Skien,59.2091678279277,9.60874112253406,9
1874,Halifax,44.6458582609808,-63.5779232910155,8
1874,Onega,63.9004661241536,38.102155343628,8
1874,"Chatham, N. B.",47.0431231492642,-65.4586977113672,7
1874,Demerara,6.804,-58.155,7
1874,Husum,63.3386922716258,19.1618725396729,7
1874,Mandal,58.0301171016744,7.45549708465569,7
1874,Sandarne,61.2603765627516,17.1444458306885,7
1874,Skelleftea,64.7495721160482,20.9557144459604,7
1874,Skutskar,60.6295982909093,17.4141847022097,7
1874,Belize,17.505,-88.196,6
1874,Boston,42.3595726133805,-71.0574266455077,6
1874,Brevig,59.05544,9.69593,6
1874,Colombo,6.93230763563123,79.8474366772461,6
1874,Kalmar,56.6660571924049,16.3637093814175,6
1874,New Orleans,29.9530336254134,-90.0763767089845,6
1874,Philadelphia,39.9521191086056,-75.16218,6
1874,Tonsberg,59.2659373175255,10.4066114894106,6
1874,Trieste,45.6582454829909,13.7725183386231,6
1874,Lovisa,60.458,26.228,5
1874,Montreal,45.5129959517878,-73.5553766455077,5
1874,Narva,59.3746677001451,28.204279206543,5
1874,Nyhamn,56.2500370697488,12.5332656269837,5
1874,Tornea,65.8463157942022,24.150113125796,5
1874,Constantinople,41.014,28.98,4
1874,Fredrikshamn,60.5711374961045,27.1893037810559,4
1874,Haparanda,65.8357337904469,24.1367433544922,4
1874,Konigsberg,54.7112317805089,20.4988802856446,4
1874,Oscarshamn,57.2700755313257,16.4433368359375,4
1874,Portland,43.659190604866,-70.2568747685552,4
1874,Skonvik,62.4688681722605,17.3256154232789,4
1874,Umea,63.8253913595555,20.2604183386227,4
1874,Grimstad,58.3467577665114,8.58108827514652,3
1874,Holmestrand,59.4798015800324,10.3220370846559,3
1874,Kemi,65.7366935700403,24.5665102968958,3
1874,Moulmein,16.4918180331966,97.6253883386231,3
1874,Norfolk,36.8507,-76.2859,3
1874,Norrkoping,58.5882426577437,16.1906512890627,3
1874,Pitea,65.3204766227601,21.4732333544922,3
1874,Saguenay,48.4293694932189,-71.0538333227537,3
1874,Shediac,46.2201868321302,-64.5352616613769,3
1874,Bathurst,47.6166891460061,-65.6489329153442,2
1874,Bordeaux,44.8383676829183,-0.572658592529262,2
1874,Holmsund,63.7127808223821,20.3787374920655,2
1874,Musquash,45.193570388325,-66.3216622274776,2
1874,Odessa,46.4758177004446,30.7419165185547,2
1874,Ostend,51.226,2.906,2
1874,Singapore,1.264,103.823,2
1874,St. Malo,48.6506311986142,-2.02315000000003,2
1874,Svartvik,62.3185609976876,17.3714628824576,2
1874,Uddevalla,58.3509732601018,11.9325193821388,2
1874,Warberg,57.1079632042745,12.2489241693117,2
1874,Amsterdam,52.369690469728,4.91062658203126,1
1874,Antwerp,51.2233758643843,4.39700335449226,1
1874,Axmar,60.9992509573603,17.1272000900269,1
1874,Bahia,-12.955,-38.505,1
1874,Bollsta,60.1097042911734,23.5334899999998,1
1874,Borga,60.3967119237763,25.6714263787898,1
1874,Buctouche,46.4711903669731,-64.7224916613769,1
1874,Charlestown,50.3351678796083,-4.76100880085048,1
1874,Charlottetown,46.2366900192779,-63.1283216613769,1
1874,Copenhagen,55.6759914022238,12.5675600000001,1
1874,Dalhousie,48.0643926592676,-66.3697916613769,1
1874,Iggesund,61.642548169496,17.0748925079347,1
1874,Karlskrona,56.1608063124393,15.5844683386232,1
1874,Kramfors,62.9313797652365,17.7810411409736,1
1874,Lillesand,58.2502677182406,8.37972416931154,1
1874,Malmo,55.5966500740096,13.0010425588348,1
1874,Monsteras,57.0405429197551,16.4462529153445,1
1874,Namsos,64.4680180714091,11.4939400000007,1
1874,Nantes,47.2175117591258,-1.54816765075694,1
1874,Newburgh,56.3512788174347,-3.24215332275384,1
1874,Nordmaling,63.5705218590195,19.4984000634764,1
1874,Pillau,54.6553874966892,19.9103474006719,1
1874,Port Royal,32.3741817929819,-80.6924161419089,1
1874,Pugwash,45.8507,-63.66,1
1874,Rafso,61.6150044370834,21.4365729153444,1
1874,Rotterdam,51.9209408964375,4.4874063916016,1
1874,Sandefjord,59.1333045923779,10.2226200859019,1
1874,Sarpsborg,59.2831132420476,11.1123932276517,1
1874,Sheet Harbour,44.901,-62.507,1
1874,Soroka,64.523,34.767,1
1874,Sydney,46.135,-60.183,1
1875,Riga,56.9520033661236,24.1136539340975,182
1875,Quebec City,46.8198570676248,-71.200611493121,171
1875,Gothenburg,57.70073799777,11.9680483386231,127
1875,Drammen,59.7478785493119,10.1840215950051,103
1875,Klaipeda,55.71722,21.12861,103
1875,Christiania,59.9127593309038,10.7460535835705,100
1875,Cronstadt,59.9939156370316,29.7714865185547,97
1875,Danzig,54.3532540815076,18.6510183386231,85
1875,Gefle,60.6782700353304,17.1835063783265,81
1875,Sundswall,62.3890780504242,17.3063352870027,75
1875,New York,40.713197770232,-74.0078266455077,63
1875,St. John,45.2727437249886,-66.0681749841308,46
1875,Laurvig,59.0519993698318,10.0222858306885,44
1875,Christiansand,58.1439137156268,7.99468833862306,42
1875,New Orleans,29.9530336254134,-90.0763767089845,39
1875,Fredrikstad,59.2139821431688,10.9357039213349,37
1875,Pensacola,30.4172348803734,-87.2103635449219,37
1875,Soderhamn,61.3020539997905,17.0512700317383,36
1875,Wyborg,60.7132675840768,28.7476258831691,33
1875,Porsgrund,59.1429922168333,9.65712996826176,29
1875,Jamaica,17.997,-76.794,25
1875,Bjorneborg,61.4862538765185,21.7956274920657,23
1875,Stockholm,59.332961003529,18.0661433544922,23
1875,Archangel,64.5412075020308,40.5439866455079,22
1875,Minatitlan,17.979,-94.549,22
1875,Ljusne,61.207568379634,17.1270999776843,20
1875,Rangoon,16.8058031650266,96.1549083703614,20
1875,Miramichi,47.0020037704552,-65.5685833227539,19
1875,Ventspils,57.4,21.5333,19
1875,Hernosand,62.6335551234768,17.9374935762681,18
1875,Skonvik,62.4688681722605,17.3256154232789,17
1875,Moss,59.459167,10.700833,16
1875,Oscarshamn,57.2700755313257,16.4433368359375,16
1875,Skien,59.2091678279277,9.60874112253406,15
1875,Uleaborg,65.0115283017847,25.4736063917974,15
1875,Boston,42.3595726133805,-71.0574266455077,14
1875,Arendal,58.4701420246829,8.7584524351543,13
1875,Skutskar,60.6295982909093,17.4141847022097,12
