record_id,publication_year,publication_month,publication_day,ship_name,origin_port,destination_port,is_steamship,merchant,source_file,line_number,raw_ocr_line,arrival_year,arrival_month,arrival_day,format_type,confidence
20355,1881.0,January,22.0,Margaret,Memel,LONDON,False,Morris,18810122p.59_p001.txt,124,"Margaret-Memel-65,250 pcs. staves-Morris",1881.0,Dec,22,condensed,0.9
22772,1881.0,June,4.0,Martha,Memel,LONDON,False,sleepers-T. Gabriel & Sons,18810604p.352_p001.txt,188,"Martha-Memel-2,867 sleepers, 292 half-sleepers-T. Gabriel & Sons",1881.0,Mar,29,condensed,0.9
22758,1881.0,June,4.0,Nexo,Memel,LONDON,False,Morris & Co.,18810604p.352_p001.txt,168,"Nexo-Memel-49,456 pcs. staves-Morris & Co.",1881.0,Mar,29,condensed,0.9
30452,1881.0,December,24.0,Silistria,Memel,LONDON,False,,18811224p.418_p001.txt,145,"Silistria—Memel—2,677 sleepers, 220 half-sleepers, 1,924 staves—Order",1881.0,Dec,15,condensed,0.9
25960,1881.0,August,27.0,Thusnelde,Memel,LONDON,False,Great Eastern Railway Co.,18810827p.143_p003.txt,47,"Aug. 20 Thusnelde—Memel—905 pcs. fir, 1,005 deals—Great Eastern Railway Co.",1881.0,Aug,20,standard_dash,0.9
30206,1881.0,December,10.0,Tirante,Memel,LONDON,True,,18811210p.388_p001.txt,111,"Tirante (s)-Memel-12,988 deals and battens-Burt, Boulton, & Co.; 4,896 staves, 1,155 pcs. lathwood-Order",1881.0,Nov,24,condensed,0.9
30205,1881.0,December,10.0,Violet,Memel,LONDON,True,sleepers-Order,18811210p.388_p001.txt,110,"3 Violet (s)-Memel-11,255 sleepers, 1,161 half-sleepers-Order",1881.0,Nov,24,condensed,0.9
25597,1881.0,August,20.0,Angar,Mesane,LONDON,False,Churchill & Sim,18810820p.130_p002.txt,74,"Angar-Mesane-8,929 deals-Churchill & Sim",1881.0,Aug,8,condensed,0.9
28271,1881.0,October,8.0,Edgworth,Mesane,LONDON,True,Churchill & Sim,18811008p.250_p002.txt,35,"Edgworth (s)-Mesane-32,229 deals, boards, and ends-Churchill & Sim",1881.0,Oct,1,condensed,0.9
27984,1881.0,October,1.0,Ethelwin,Mesane,LONDON,True,Churchill & Sim,18811001p.234_p001.txt,160,"Ethelwin (s)—Mesane—31,213 deals and board ends—Churchill & Sim",1881.0,Sept,22,condensed,0.9
26292,1881.0,September,3.0,Plovmanden,Mesane,LONDON,False,Churchill,18810903p.160_p002.txt,73,"26 Plovmanden-Mesane-7,840 deals-Churchill",1881.0,Aug,22,condensed,0.9
27995,1881.0,October,1.0,Erling,Metis,LONDON,False,,18811001p.234_p002.txt,6,"Erling-Metis-10,073 deals, 930 deal ends, 3,500 palings-Order",1881.0,Sept,22,condensed,0.9
24044,1881.0,July,16.0,Solide,Metis,LONDON,False,Price & Pierce,18810716p.48_p002.txt,83,"Solide-Metis-39,048 deals, 3,592 ends, 6,170 boards, 278 pkgs. palings-Price & Pierce",1881.0,Mar,29,condensed,0.9
20686,1881.0,February,19.0,Dan,Minatitlan,LONDON,False,Uhthoff & Co.,18810219p.123.txt,99,"Dan-Minatitlan-308 logs mahogany, 18 log ends-Uhthoff & Co. ; 1 log mahogany-Master",1881.0,Jan,19,condensed,0.9
21710,1881.0,April,30.0,Fox,Minatitlan,LONDON,False,,18810430p.275_p001.txt,178,"Fox-Minatitlan-27 log ends, 479 logs mahogany, 27 pcs. fustic-Skelton & Schofield; 3 logs mahogany, quantity battens-Master",1881.0,Mar,29,condensed,0.9
20997,1881.0,March,19.0,Hangereid,Minatitlan,LONDON,False,,18810319p.188.txt,63,"12 Hangereid—Minatitlan—303 pcs. mahogany, 59 logs sabicu, 140 spars, 494 log ends—Order",1881.0,Mar,10,condensed,0.9
21709,1881.0,April,30.0,Herman Becker,Minatitlan,LONDON,False,Uhthoff & Co.,18810430p.275_p001.txt,177,"Herman Becker-Minatitlan-533 logs mahogany, 15 log ends-Uhthoff & Co.",1881.0,Mar,29,condensed,0.9
20195,1881.0,January,8.0,Julie,Minatitlan,LONDON,False,Watson & Co.,18810108p.21_p001.txt,106,"Julie-Minatitlan-315 logs mahogany, 103 log ends-Watson & Co.",1881.0,Dec,22,condensed,0.9
20359,1881.0,January,22.0,Sikea Warf,Minatitlan,LONDON,False,R. B. Watson & Co.,18810122p.59_p001.txt,128,"Sikea Warf-Minatitlan-279 logs mahogany and cedar, 44 log ends-R. B. Watson & Co.",1881.0,Dec,22,condensed,0.9
21072,1881.0,March,26.0,Tens Rabek,Minatitlan,LONDON,False,Uhthoff & Co.,18810326p.205.txt,71,"Tens Rabek-Minatitlan-366 logs mahogany, 11 log ends-Uhthoff & Co.",1881.0,Mar,11,condensed,0.9
21705,1881.0,April,30.0,Terven,Minatitlan,LONDON,False,Watson & Co.,18810430p.275_p001.txt,173,"Terven-Minatitlan-345 logs mahogany, 25 log ends-Watson & Co.",1881.0,Mar,29,condensed,0.9
21144,1881.0,April,2.0,Voering,Minatitlan,LONDON,False,Uhthoff & Co.,18810402p.222.txt,54,"24 Voering—Minatitlan—373 logs mahogany, 19 log ends—Uhthoff & Co.",1881.0,Mar,19,condensed,0.9
30088,1881.0,December,3.0,Augur,Miramichi,LONDON,False,Stewart Bros.,18811203p.374_p001.txt,101,"Augur-Miramichi-20,949 deals and ends, 13,091 palings-Stewart Bros.",1881.0,Nov,10,condensed,0.9
29612,1881.0,November,12.0,Bella,Miramichi,LONDON,False,Grey & Co.,18811112p.324_p002.txt,77,"Bella-Miramichi-641 bdls. box shooks, 16,953 deals and ends-Grey & Co.",1881.0,Nov,2,condensed,0.9
28255,1881.0,October,8.0,Germania,Miramichi,LONDON,False,Guy & Co.,18811008p.250_p002.txt,17,"Germania-Miramichi-7,761 boards, 1,126 ends, 6,064 deals, 721 pcs. scantlings-Guy & Co.",1881.0,Oct,1,condensed,0.9
29644,1881.0,November,12.0,Isabella Ridley,Miramichi,LONDON,False,Guy,18811112p.324_p002.txt,112,"Isabella Ridley-Miramichi-24,420 deals-Guy",1881.0,Nov,2,condensed,0.9
24039,1881.0,July,16.0,Kalos,Miramichi,LONDON,False,Stewart Bros.,18810716p.48_p002.txt,78,"Kalos-Miramichi-27,224 deals and ends-Stewart Bros.",1881.0,Mar,29,condensed,0.9
25571,1881.0,August,20.0,Nordcap,Miramichi,LONDON,False,,18810820p.130_p002.txt,46,"Nordcap-Miramichi-250 bdls. palings, 19,099 deals-Order",1881.0,Aug,8,condensed,0.9
23945,1881.0,July,16.0,Nordenskjold,Miramichi,LONDON,False,Wm. Gradwell,18810716p.48_p001.txt,102,"11 Nordenskjold-Miramichi-19,706 deals-Wm. Gradwell",1881.0,Mar,29,condensed,0.9
25526,1881.0,August,20.0,Nordskov,Miramichi,LONDON,False,Stewart Bros.,18810820p.130_p001.txt,185,"Nordskov-Miramichi-11,440 deals and ends, 15,000 palings-Stewart Bros.",1881.0,Aug,8,condensed,0.9
27704,1881.0,September,24.0,Aneroid,Mobile,LONDON,False,,18810924p.215_p001.txt,196,"Aneroid-Mobile-512 pcs. timber, 923 deals-Order",1881.0,Sept,5,condensed,0.9
22498,1881.0,May,28.0,Douglas Castle,Mobile,LONDON,False,,18810528p.336_p001.txt,94,"Douglas Castle-Mobile-804 pcs. timber, 427 deals, &c.-Order",1881.0,Mar,29,condensed,0.9
29649,1881.0,November,12.0,Canadian,Montreal,LONDON,True,,18811112p.324_p002.txt,117,"Canadian (s)-Montreal-938 doors, 2,527 deals-Order",1881.0,Nov,2,condensed,0.9
24611,1881.0,July,30.0,Carmona,Montreal,LONDON,True,Churchill,18810730p.82_p002.txt,19,"25 Carmona (s)-Montreal-32,642 deals-Churchill",1881.0,Mar,29,condensed,0.9
27994,1881.0,October,1.0,Edina,Montreal,LONDON,False,,18811001p.234_p002.txt,5,"Edina-Montreal-17,684 deals, 806 deal ends, 255 pkgs. palings-Order",1881.0,Sept,22,condensed,0.9
30218,1881.0,December,10.0,Erl King,Montreal,LONDON,True,,18811210p.388_p001.txt,124,"Erl King (s)-Montreal-6,372 deals-Order",1881.0,Nov,24,condensed,0.9
27746,1881.0,September,24.0,Gallina,Montreal,LONDON,True,,18810924p.215_p002.txt,30,"Gallina (s)-Montreal-4,554 deals, 13,051 deals and ends-Order",1881.0,Sept,5,condensed,0.9
24923,1881.0,August,6.0,Garden Island,Montreal,LONDON,False,"Bryant, Powis, & Co.",18810806p.98_p002.txt,29,"Garden Island-Montreal-28,803 deals and ends-Bryant, Powis, & Co.",1881.0,Mar,29,condensed,0.9
30094,1881.0,December,3.0,Viking,Montreal,LONDON,True,,18811203p.374_p001.txt,107,"29 Viking (s)-Montreal-1,857 deals-Order",1881.0,Nov,10,condensed,0.9
23868,1881.0,July,9.0,Maria,Morlaix,LONDON,False,James Davis,18810709p.32_p002.txt,275,Maria-Morlaix-106 lds. pitwood-James Davis,1881.0,Mar,29,condensed,0.9
20748,1881.0,February,26.0,Georg,Moss,LONDON,False,Stewart Simson & Mason,18810226p.140.txt,53,"Kestrel (s)—Bordeaux—261 pcs. wood—1,387 battens, Georg-Moss—30,878 battens, 67 pcs. wood—Stewart Simson & Mason",1881.0,Feb,21,condensed,0.9
22537,1881.0,May,28.0,Jean Baptiste,Moss,LONDON,False,,18810528p.336_p001.txt,133,Jean Baptiste-Moss-75 fms. firewood-Order,1881.0,Mar,29,condensed,0.9
27335,1881.0,September,17.0,Dufferin,Moulmein,LONDON,False,,18810917p.198_p002.txt,89,"Dufferin-Moulmein-1,089 squares teak-Order",1881.0,Sept,7,condensed,0.9
20633,1881.0,February,12.0,Lakefield,Moulmein,LONDON,False,,18810212p.105.txt,87,"Lakefield-Moulmein-1,538 pcs. 316 squares teak-Order",1881.0,Jan,19,condensed,0.9
20936,1881.0,March,12.0,Lodore,Moulmein,LONDON,False,,18810312p.175.txt,96,"Lodore—Moulmein—1,145 squares, 102 planks, 1,989 blocks teak—Order",1881.0,Mar,3,condensed,0.9
21145,1881.0,April,2.0,Louisa Fletcher,Moulmein,LONDON,False,,18810402p.222.txt,55,"Louisa Fletcher—Moulmein—1,380 blocks teak—W. Caudery & Co. ; 1,611 squares teak—Order",1881.0,Mar,19,condensed,0.9
27755,1881.0,September,24.0,Mary P. Kitchen,Moulmein,LONDON,False,,18810924p.215_p002.txt,40,Mary P. Kitchen-Moulmein-Sept. 12-add 680 pcs. square teak,1881.0,Sept,5,condensed,0.9
20535,1881.0,February,5.0,Superior,Moulmein,LONDON,False,,18810205.p.88.txt,69,"Superior-Moulmein-4,553 pcs. teak-Order",1881.0,Jan,19,condensed,0.9
25568,1881.0,August,20.0,Wetterhorn,Moulmein,LONDON,False,,18810820p.130_p002.txt,43,"Wetterhorn-Moulmein-140 teak planks, 878 teak squares-Order",1881.0,Aug,8,condensed,0.9
23857,1881.0,July,9.0,Hanna,Musquodoboit,LONDON,False,R. & R. Bayly,18810709p.32_p002.txt,231,Hanna-Musquodoboit-441 lds. firwood sawn-,1881.0,Mar,29,condensed,0.9
22514,1881.0,May,28.0,Elizabeth Arthur,Nantes,LONDON,False,,18810528p.336_p001.txt,110,"Elizabeth Arthur-Nantes-2,040 pkgs. staves-Order",1881.0,Mar,29,condensed,0.9
27747,1881.0,September,24.0,Anna,Narva,LONDON,False,,18810924p.215_p002.txt,31,Anna-Narva-30 stds. staves-Order,1881.0,Sept,5,condensed,0.9
29606,1881.0,November,12.0,Auguste,Narva,LONDON,False,,18811112p.324_p002.txt,71,"Auguste-Narva-3,580 deals-Order",1881.0,Nov,2,condensed,0.9
24890,1881.0,August,6.0,Edling,Narva,LONDON,True,,18810806p.98_p001.txt,199,"Edling (s)-Narva-10,745 battens-Order",1881.0,Mar,29,condensed,0.9
23850,1881.0,July,9.0,Susanne,Narva,LONDON,False,Dahl & Co.,18810709p.32_p002.txt,209,"Susanne-Narva-18,759 battens-Dahl & Co.",1881.0,Mar,29,condensed,0.9
27710,1881.0,September,24.0,Ferrara,Neder Calix,LONDON,True,,18810924p.215_p001.txt,202,"Ferrara (s)-Neder Calix-44,577 deals and battens-Order",1881.0,Sept,5,condensed,0.9
29086,1881.0,November,5.0,Amalie,Neder Kalix,LONDON,False,Duns Brown & Co.,18811105p.310_p001.txt,214,"Amalie-Neder Kalix-467,276 staves-Duns Brown & Co.",1881.0,Oct,3,condensed,0.9
27738,1881.0,September,24.0,Greta,Neder Kalix,LONDON,True,May & Hassell,18810924p.215_p002.txt,22,"Greta (s)-Neder Kalix-25,980 deals and battens-May & Hassell; 6 fms. firewood-Order",1881.0,Sept,5,condensed,0.9
27720,1881.0,September,24.0,Neitto,Neder Kalix,LONDON,False,,18810924p.215_p001.txt,213,"Ketscher; 271 pcs. wood, 60 pcs. oars, 1,119 doz. deals-Order",1881.0,Sept,5,condensed,0.9
30086,1881.0,December,3.0,Zoe,Nevis,LONDON,True,vitae-Shorter & Co.,18811203p.374_p001.txt,99,"Zoe (s)-Nevis-156 pcs. satinwood, 972 pcs. lignum-vitae-Shorter & Co.; 23 t. ebony-S. Harris & Sons; 10 stds. deals-Phillips, Sons, & Co.; 4,417 deals-F. Carvill & Son",1881.0,Nov,10,condensed,0.9
25906,1881.0,August,27.0,Albano,New York,LONDON,True,,18810827p.143_p002.txt,166,"Albano (s)-New York-1,260 staves-Simson & Mason; 1,399 boards, 7 pcs. square ash-H. Hermann",1881.0,Aug,16,condensed,0.9
22057,1881.0,May,14.0,Alsatia,New York,LONDON,True,,18810514p.306_p001.txt,157,J. H. M.—Montego Bay—25 spars—Phillips,1881.0,Mar,29,condensed,0.9
20351,1881.0,January,22.0,Annie J. Marshall,New York,LONDON,False,A. W. Latham & Co.,18810122p.59_p001.txt,120,"14 Annie J. Marshall-New York-4,270 pcs. oak, 627 pcs. walnut, 1,287 pcs. whitewood-A. W. Latham & Co.",1881.0,Dec,22,condensed,0.9
21898,1881.0,May,7.0,Antisana,New York,LONDON,True,Churchill & Sim,18810507p.291_p001.txt,142,"Antisana (s)-New York-3,126 staves-Churchill & Sim; 61 walnut logs-De Clermont & Co.; 20 walnut logs-Order",1881.0,Mar,29,condensed,0.9
24035,1881.0,July,16.0,Assyrian,New York,LONDON,True,,18810716p.48_p002.txt,74,"8 Assyrian (s)-New York-100 logs walnut-Churchill & Sim; 1,425 doors-Bradley & Currier; 343 bdls. headings, 4,070 bdls. staves-H. Tate & Sons",1881.0,Mar,29,condensed,0.9
30439,1881.0,December,24.0,Assyrian Monarch,New York,LONDON,True,,18811224p.418_p001.txt,129,"Assyrian Monarch (s)—New York—22 logs black walnut—Churchill & Sim ; 244 pcs. 684 bdls. lumber, 620 bxs. and 831 doors, 8 logs poplar, 1,354 boards lumber, quantity staves—Order",1881.0,Dec,15,condensed,0.9
22765,1881.0,June,4.0,Assyrian Monarch,New York,LONDON,False,Churchill & Sim,18810604p.352_p001.txt,175,"Assyrian Monarch-New York-2,800 staves, 335 oak planks, 71 logs walnut-Churchill & Sim ; 450 oars-Cunningham, Shaw, & Co. ; 1,118 bdls. hoops-Hay, Sutherland, & Co. ; 1,584 no. 10 bdls. doors-Bradley & Currier",1881.0,Mar,29,condensed,0.9
21207,1881.0,April,9.0,Assyrian Monarch,New York,LONDON,True,,18810409p.236.txt,82,"Assyrian Monarch (s)—New York—143 oars—D. De Pass ; 1,737 staves—Churchill & Sim ; 344 doors—Order",1881.0,Mar,31,condensed,0.9
27331,1881.0,September,17.0,Assyrian Monarch,New York,LONDON,False,,18810917p.198_p002.txt,75,"9 Assyrian Monarch-New York-706 doors-Bradley & Co. ; 1,576 staves-Churchill & Sim ; 1,576 staves-Order",1881.0,Sept,7,condensed,0.9
20527,1881.0,February,5.0,Australia,New York,LONDON,True,,18810205.p.88.txt,60,"29 Australia (s)-New York-1,359 pcs. walnut, 57 bls. lumber-Order",1881.0,Jan,19,condensed,0.9
22056,1881.0,May,14.0,Avlona,New York,LONDON,True,De Clermont & Donner,18810514p.306_p001.txt,156,Avlona (s)—New York—50 logs walnut—De Clermont & Donner ; 402 lancewood spars—B. Hall & Co.,1881.0,Mar,29,condensed,0.9
21147,1881.0,April,2.0,Barcelona,New York,LONDON,True,Tate,18810402p.222.txt,57,"Barcelona (s)—New York—1,540 bls. staves—Tate",1881.0,Mar,19,condensed,0.9
21205,1881.0,April,9.0,Ben Alder,New York,LONDON,True,H. Tate & Sons,18810409p.236.txt,80,"4 Ben Alder (s)—New York—1,581 bls. staves—H. Tate & Sons ; quantity staves—Simson & Mason",1881.0,Mar,31,condensed,0.9
27693,1881.0,September,24.0,Benarty,New York,LONDON,True,H. Dahl & Co.,18810924p.215_p001.txt,184,"16 Benarty (s)-New York-1,329 doors-H. Dahl & Co.",1881.0,Sept,5,condensed,0.9
23023,1881.0,June,11.0,Bengal,New York,LONDON,True,,18810611p.369_p001.txt,174,"7 Bengal (s)-New York-468 lancewood spars -Bernard Hall & Co. ; 1,762 bls., 11,252 coils hoops, 2,740 bls. staves, 876 bls. headings, 3 cars, 54 flitches lumber, 8 poplar logs-Order",1881.0,Mar,29,condensed,0.9
20613,1881.0,February,12.0,Bengloe,New York,LONDON,True,,18810212p.105.txt,66,"Bengloe (s)-New York-2,000 staves-Simson & Mason ; 3,100 staves-Order",1881.0,Jan,19,condensed,0.9
24033,1881.0,July,16.0,Bolivia,New York,LONDON,True,H. Hermann,18810716p.48_p002.txt,72,Bolivia (s)-New York-1 cs 87 bdls. mahogany-H. Hermann,1881.0,Mar,29,condensed,0.9
28268,1881.0,October,8.0,Bolivia,New York,LONDON,True,,18811008p.250_p002.txt,32,"Bolivia (s)-New York-113 pcs. cedar, 575 oars, 2,075 staves, 634 walnut boards-Order",1881.0,Oct,1,condensed,0.9
21892,1881.0,May,7.0,Bucentaur,New York,LONDON,True,McAndrew & Co.,18810507p.291_p001.txt,136,"Bucentaur (s)-New York-2,850 staves-McAndrew & Co.",1881.0,Mar,29,condensed,0.9
30419,1881.0,December,24.0,California,New York,LONDON,True,Churchill & Sim,18811224p.418_p001.txt,107,"California (s)—New York—30 billets oak, 30 billets oak wainscot—Churchill & Sim ; 41 cs. spokes—T. W. Hopton ; 25 crutches mahogany—Order",1881.0,Dec,15,condensed,0.9
23415,1881.0,June,25.0,California,New York,LONDON,True,,18810625p.416_p001.txt,139,"California (s)-New York-1,260 staves-Simson & Mason ; 130 logs walnut, 365 bls. heading-Order",1881.0,Mar,29,condensed,0.9
27683,1881.0,September,24.0,California,New York,LONDON,True,,18810924p.215_p001.txt,172,California (s)-New York-16 walnut logs-Order,1881.0,Sept,5,condensed,0.9
21694,1881.0,April,30.0,Campbell,New York,LONDON,False,,18810430p.275_p001.txt,162,"Campbell-New York-3,531 bls. staves-H. Tate & Sons; 729 doors, 36 bls. mouldings-Bradley & Currier; 176 bls. lumber, 248 bls. scantling-Order",1881.0,Mar,29,condensed,0.9
24933,1881.0,August,6.0,Canada,New York,LONDON,True,,18810806p.98_p002.txt,39,"Canada (s)-New York-2,475 staves, 704 doors-Order",1881.0,Mar,29,condensed,0.9
27983,1881.0,October,1.0,Canada,New York,LONDON,True,,18811001p.234_p001.txt,159,"Sept. 22 Canada (s)—New York—2,180 pipe staves—Order",1881.0,Sept,22,standard_dash,0.9
30093,1881.0,December,3.0,Carnarvon Castle,New York,LONDON,True,,18811203p.374_p001.txt,106,"Carnarvon Castle (s)-New York-1,520 doors-Bradley & Currier; 337 bdls. 9 bxs. mouldings-Holland, McConnell, & Co.; 595 staves-H. Tate & Sons; 789 pcs. walnut, 1,803 pcs. oak, 506 pcs. pine, 55 half-bdls., 2,752 bdls., 7,200 no. staves-Order",1881.0,Nov,10,condensed,0.9
25941,1881.0,August,27.0,Celtic Monarch,New York,LONDON,True,H. Tate & Son,18810827p.143_p003.txt,26,"Celtic Monarch (s)—New York—79 bdls. staves, 356 headings—H. Tate & Son ; 778 staves— Churchill & Sim ; 45 staves—Simson & Mason",1881.0,Aug,16,condensed,0.9
21059,1881.0,March,26.0,Celtic Monarch,New York,LONDON,True,,18810326p.205.txt,57,"19 Celtic Monarch (s)-New York-42 pkgs. joinery, Canadian Timber Co.; 332 doors-J. Patton, jun., & Co.; 2,900 staves-Churchill & Sim",1881.0,Mar,11,condensed,0.9
22062,1881.0,May,14.0,Celtic Monarch,New York,LONDON,True,,18810514p.306_p001.txt,163,"Celtic Monarch (s)—New York—1,536 doors—Bradley & Currier ; 500 staves, 100 logs walnut, 5 logs oak—Churchill & Sim ; 30 bls., 235 srns. bark—C. J. Meier & Co. ; 10 bls. bark—Curling & Co. ; 127 pkgs. bark—Richter",1881.0,Mar,29,condensed,0.9
28296,1881.0,October,8.0,City of Chester,New York,LONDON,True,,18811008p.250_p002.txt,62,4 City of Chester (s)-New York-15 crotches and 2 logs mahogany-Order,1881.0,Oct,1,condensed,0.9
24622,1881.0,July,30.0,City of Limerick,New York,LONDON,True,,18810730p.82_p002.txt,30,"City of Limerick (s)-New York-10 bdls., 1,117 doors, 20 bdls. shutters, 9 boxes wood-Holland, McConnell, & Co. ; 1,988 doors, 114 bdls. poplar lumber-Order",1881.0,Mar,29,condensed,0.9
20273,1881.0,January,15.0,City of Liverpool,New York,LONDON,True,G. Smith,18810115p.39.txt,75,City of Liverpool (s)-New York-2 g. m. staves-G. Smith,1881.0,Dec,22,condensed,0.9
21064,1881.0,March,26.0,City of Liverpool,New York,LONDON,True,H. Tate & Sons,18810326p.205.txt,62,"City of Liverpool (s)-New York-298 bdls. headings, 3,648 coils hoops, 377 staves-H. Tate & Sons; 17 walnut logs-Order",1881.0,Mar,11,condensed,0.9
21918,1881.0,May,7.0,City of Liverpool,New York,LONDON,True,"Holland, McConnell & Co.",18810507p.291_p001.txt,164,"4 City of Liverpool (s)-New York-1,281 no., 356 bls. doors, 6 bxs. balusters, 10 bls. sashes-Holland, McConnell & Co.; 12 logs walnut-Order",1881.0,Mar,29,condensed,0.9
28884,1881.0,October,29.0,City of London,New York,LONDON,True,,18811029p.295_p002.txt,106,City of London (s)-New York-80 logs cedar-Order,1881.0,Oct,3,condensed,0.9
29108,1881.0,November,5.0,City of Perth,New York,LONDON,False,,18811105p.310_p002.txt,23,"City of Perth-New York-816 bdls. headings, 2,397 bdls. staves-N. Tate & Son; 340 bdls. walnut and whitewood, 3 bxs. 521 bdls. lumber, 490 bdls. 919 boards, 185 planks-H. Herrmann; 1,148 no. 77 bdls. doors-Holland & Co.; 1,714 doors-Bradley & Currier; 3,600 staves-Simson & Mason; 448 bdls. headings, 5,004 bdls. staves, 36 bxs. 489 bdls. mouldings-Order",1881.0,Oct,3,condensed,0.9
30104,1881.0,December,3.0,Commodore,New York,LONDON,True,,18811203p.374_p001.txt,118,"Commodore (s)-New York-1,100 sleepers, 1,431 doz. blocks-Order",1881.0,Nov,10,condensed,0.9
22755,1881.0,June,4.0,Cosmopolitan,New York,LONDON,True,,18810604p.352_p001.txt,165,"Cosmopolitan (s)-New York-4,927 ash oars-Order",1881.0,Mar,29,condensed,0.9
20624,1881.0,February,12.0,Dallam Tower,New York,LONDON,True,Simson & Mason,18810212p.105.txt,78,"Dallam Tower (s)-New York-2,400 staves-Simson & Mason ; 21 logs cedar-Order",1881.0,Jan,19,condensed,0.9
21897,1881.0,May,7.0,Daphne,New York,LONDON,False,Churchill & Sim,18810507p.291_p001.txt,141,"Daphne-New York-3,821 staves, 470 logs walnut, 38 logs hickory, 35 logs whitewood, 50 billets wainscot oak-Churchill & Sim",1881.0,Mar,29,condensed,0.9
25939,1881.0,August,27.0,Denmark,New York,LONDON,True,,18810827p.143_p003.txt,24,"Denmark (s)—New York—1,693 staves—Order",1881.0,Aug,16,condensed,0.9
21146,1881.0,April,2.0,Denmark,New York,LONDON,True,H. Isup & Co.,18810402p.222.txt,56,"25 Denmark (s)—New York—176 pkgs. lumber, 23 lds. mahogany—H. Isup & Co.",1881.0,Mar,19,condensed,0.9
23847,1881.0,July,9.0,Egyptian,New York,LONDON,True,,18810709p.32_p002.txt,203,"2 Egyptian (s)-New York-849 bdls. staves, 360",1881.0,Mar,29,condensed,0.9
22512,1881.0,May,28.0,Egyptian Monarch,New York,LONDON,True,,18810528p.336_p001.txt,108,"Egyptian Monarch (s) - New York-75 logs walnut, 1,000 staves-Churchill & Sim ; 1,860 bdls. staves, 617 bdls. hoops-Hay & Co.",1881.0,Mar,29,condensed,0.9
20536,1881.0,February,5.0,Elysia,New York,LONDON,True,,18810205.p.88.txt,72,"Elysia (s)-New York-236 boards, 180 pcs. walnut, 32 bdls. wood, 148 bdls. lumber-Order",1881.0,Jan,19,condensed,0.9
23179,1881.0,June,18.0,Elysia,New York,LONDON,True,,18810618p.388_p002.txt,61,Elysia (s)-New York-529 walnut boards-Order,1881.0,Mar,29,condensed,0.9
22051,1881.0,May,14.0,Erin,New York,LONDON,True,,18810514p.306_p001.txt,151,"Erin (s)—New York—535 bls. barrel heads, 215 bls. box shooks, 61 bdls. hoops, 2,930 bdls., 4,172 no. staves—Order",1881.0,Mar,29,condensed,0.9
20614,1881.0,February,12.0,Escambia,New York,LONDON,True,,18810212p.105.txt,67,"4 Escambia (s)-New York-1,788 bdls. staves, 200 logs cedar-Order",1881.0,Jan,19,condensed,0.9
20929,1881.0,March,12.0,Euphrates,New York,LONDON,True,,18810312p.175.txt,89,"Euphrates (s)—New York—126 bdls. hoops, 1,150 bdls. staves—Order",1881.0,Mar,3,condensed,0.9
29608,1881.0,November,12.0,Euphrates,New York,LONDON,True,,18811112p.324_p002.txt,73,"Euphrates (s)-New York-1,700 staves-Churchill & Sim ; 202 bdls. headings, 9,382 bdls. staves, 3 logs maple-Order",1881.0,Nov,2,condensed,0.9
20697,1881.0,February,19.0,Faraday,New York,LONDON,True,,18810219p.123.txt,112,"Faraday (s)-New York-1,050 staves-Simson & Mason ; 608 bls. headings, 176 bls. staves, 10,500 coils hoops-H. Tate & Sons ; 2,140 coils hoops-White, Burnell, & Co. ; 411 lancewood spars, 156 pcs. cooowlawood, 7,305 bls. staves, 517 bdls. hoops-Order",1881.0,Jan,19,condensed,0.9
24621,1881.0,July,30.0,France,New York,LONDON,True,,18810730p.82_p002.txt,29,"26 France (s)-New York-2,459 staves-Order",1881.0,Mar,29,condensed,0.9
29115,1881.0,November,5.0,France,New York,LONDON,True,,18811105p.310_p002.txt,30,"France (s)-New York-1,555 pcs. walnut lumber-Churchill & Sim; 3,404 staves-Order",1881.0,Oct,3,condensed,0.9
23027,1881.0,June,11.0,Galatea,New York,LONDON,True,,18810611p.369_p001.txt,178,"Galatea (s)-New York-2,520 staves-Simson & Mason ; 6,675 oars, 33 logs walnut-Order",1881.0,Mar,29,condensed,0.9
29627,1881.0,November,12.0,Galatia,New York,LONDON,True,Churchill,18811112p.324_p002.txt,93,Galatia (s)-New York-50 logs walnut-Churchill,1881.0,Nov,2,condensed,0.9
21489,1881.0,April,23.0,Ganges,New York,LONDON,True,Bradley & Currier,18810423p.261_p001.txt,176,Ganges (s)—New York—604 doors—Bradley & Currier ; 72 logs walnut—Order,1881.0,Mar,29,condensed,0.9
24272,1881.0,July,23.0,Germanie,New York,LONDON,True,,18810723p.64_p002.txt,4,"Germanie (s)-New York-1,200 staves-Order",1881.0,Mar,29,condensed,0.9
20994,1881.0,March,19.0,Glenfinlas,New York,LONDON,True,,18810319p.188.txt,60,"11 Glenfinlas (s)—New York—20 bdls. staves—B. mann & Co.; 5,400 staves—Simson & Co.",1881.0,Mar,10,condensed,0.9
21681,1881.0,April,30.0,Glenroy,New York,LONDON,True,Simson & Mason,18810430p.275_p001.txt,149,"Glenroy (s)-New York-3,060 hhd. staves-Simson & Mason; 500 oars-Cunningham, Shaw, & Co.; 2 logs maple, 6 cars lumber, 634 pcs. oak-Order",1881.0,Mar,29,condensed,0.9
