source_file,line_number,ship_name,origin_port,destination_port,cargo,merchant,arrival_day,arrival_month,arrival_year,publication_day,publication_month,publication_year,is_steamship,raw_line
18970102p.19_p001.txt,27,David Sinclair,Fredrikstad,ABERYSTWITH,"180 lds. deals, boards, 13 lds. battens",R. Roberts,19,12,1897,2,1,1897,False,"Dec. 19 David Sinclair-Fredrikstad-180 lds. deals, boards, 13 lds. battens-R. Roberts"
18970102p.19_p001.txt,28,Elm,Gefle,ABERYSTWITH,"240 lds. deals, battens, boards, and laths, 26 lds. firewood",J. Roberts,23,12,1897,2,1,1897,False,"23 Elm-Gefle-240 lds. deals, battens, boards, and laths, 26 lds. firewood-J. Roberts"
18970102p.19_p001.txt,30,Albert,Kragero,BLYTH,98 lds. mining timber,,28,12,1897,2,1,1897,False,Dec. 28 Albert-Kragero-98 lds. mining timber
18970102p.19_p001.txt,32,Alix,Brevig,BOSTON,272 lds. hewn fir,T. At-kinson,16,12,1897,2,1,1897,False,Dec. 16 Alix-Brevig-272 lds. hewn fir-T. At-kinson
18970102p.19_p001.txt,34,Augusta,Gothenburg,BRISTOL,"47,335 pcs. planed boards, 396 bdls. slating battens, 1,445 bdls. mouldings",Heber Denty,22,12,1897,2,1,1897,False,"Dec. 22 Augusta-Gothenburg-47,335 pcs. planed boards, 396 bdls. slating battens, 1,445 bdls. mouldings-Heber Denty"
18970102p.19_p001.txt,36,Exeter City,New York,BRISTOL,330 cedar planks,G. Adlam & Sons,23,12,1897,2,1,1897,True,23 Exeter City -New York-330 cedar planks-G. Adlam & Sons
18970102p.19_p001.txt,38,Merrimac,Portland,AVONMOUTH DOCK,250 cs. splints,"O. Hunt; 1,199 deals-Budget Bros. ; 3,039 deals-Watson & Todd; 2,720 deal ends-Messrs. Ltd. ; 558 deal ends-Jones & Wainwright; 3,724 deals, 1,200 deal ends-Price, Walker & Co.",21,12,1897,2,1,1897,True,"Dec. 21 Merrimac -Portland-250 cs. splints-O. Hunt; 1,199 deals-Budget Bros. ; 3,039 deals-Watson & Todd; 2,720 deal ends-Messrs. Ltd. ; 558 deal ends-Jones & Wainwright; 3,724 deals, 1,200 deal ends-Price, Walker & Co."
18970102p.19_p001.txt,40,Baron Hambro',Bordeaux,CARDIFF,600 lds. pit,wood-Simkin Bros.,16,12,1897,2,1,1897,False,Dec. 16 Baron Hambro'-Bordeaux-600 lds. pit-wood-Simkin Bros.
18970102p.19_p001.txt,46,Edda,Vartan,CARDIFF,"1,063 lds. deals, battens, and boards","Robinson, David, & Co.",18,12,1897,2,1,1897,True,"18 Edda -Vartan-1,063 lds. deals, battens, and boards-Robinson, David, & Co."
18970102p.19_p001.txt,49,Congal,Norrkoping,CARDIFF,"1,716 lds. sawn fir",Alexanders & Co.,21,12,1897,2,1,1897,True,"21 Congal -Norrkoping-1,716 lds. sawn fir-Alexanders & Co."
18970102p.19_p001.txt,58,Dodo,Bordeaux,CARDIFF,"1,250 lds. pitwood",Simkin Bros.,22,12,1897,2,1,1897,True,"22 Dodo -Bordeaux-1,250 lds. pitwood-Simkin Bros."
18970102p.19_p001.txt,62,Boncan,Bayonne,CARDIFF,"1,100 lds. pitwood",Capelle,24,12,1897,2,1,1897,True,"24 Boncan -Bayonne-1,100 lds. pitwood-Capelle"
18970102p.19_p001.txt,70,Celynen,Bordeaux,CARDIFF,"1,600 lds. pitwood",Buccaneer -Bordeaux-806 lds. pitwood-A. H. Tapson & Co.,28,12,1897,2,1,1897,True,"28 Celynen - Bordeaux - 1,600 lds. pitwood-Buccaneer -Bordeaux-806 lds. pitwood-A. H. Tapson & Co."
18970102p.19_p001.txt,75,Canute,Bay Verte,FLEETWOOD,"2,020 lds. deals and boards","C. Taylor, Sons, & Co.",15,12,1897,2,1,1897,False,"Dec. 15 Canute-Bay Verte-2,020 lds. deals and boards-C. Taylor, Sons, & Co."
18970102p.19_p001.txt,77,City of Wakefield,Riga,GLOUCESTER,"3,099 lds. blocks",Nicks & Co.,22,12,1897,2,1,1897,True,"Dec. 22 City of Wakefield -Riga-3,099 lds. blocks-Nicks & Co."
18970102p.19_p001.txt,79,Hangar,Mobile,GLOUCESTER,"203 lds. hewn fir, 1,400 lds. sawn fir, 44 lds. deals","Ashbee, Sons, & Co.",23,12,1897,2,1,1897,False,"23 Hangar-Mobile-203 lds. hewn fir, 1,400 lds. sawn fir, 44 lds. deals-Ashbee, Sons, & Co."
18970102p.19_p001.txt,81,Domino,Gothenburg,GRIMSBY,34 lds. laths,"Hewson, Chapman & Co.",17,12,1897,2,1,1897,True,"Dec. 17 Domino -Gothenburg-34 lds. laths-Hewson, Chapman & Co."
18970102p.19_p001.txt,82,A. W. Kafemann,Danzig,GRIMSBY,"511 lds. hewn oak, 139 lds. hewn fir",Bennetts & Co.; 120 lds. hewn fir-W. R. Marshall & Co.,18,12,1897,2,1,1897,False,"18 A. W. Kafemann-Danzig-511 lds. hewn oak, 139 lds. hewn fir-Bennetts & Co.; 120 lds. hewn fir-W. R. Marshall & Co."
18970102p.19_p001.txt,85,Milo,Danzig 374 lds. sleeper blocks,GRIMSBY,"Burt, Boulton, & Haywood; 92 lds. oak sleepers",Bennetts & Co.,22,12,1897,2,1,1897,True,"22 Milo -Danzig 374 lds. sleeper blocks-Burt, Boulton, & Haywood; 92 lds. oak sleepers-Bennetts & Co."
18970102p.19_p001.txt,87,A. W. Kafeman,Rotterdam,GRIMSBY,34 lds. oak staves,T. Joachimsohn,24,12,1897,2,1,1897,False,24 A. W. Kafeman-Rotterdam-34 lds. oak staves-T. Joachimsohn
18970102p.19_p001.txt,88,Domino,Gothenburg,GRIMSBY,180 lds. props,"T. Wilson, Sons, & Co.; 6 lds. sawn fir-Burt",28,12,1897,2,1,1897,False,"28 Domino-Gothenburg-180 lds. props-T. Wilson, Sons, & Co.; 6 lds. sawn fir-Burt"
18970102p.19_p001.txt,90,Marie,Skien,HARTLEPOOL (WEST),464 lds. hewn fir,Hessler,15,12,1897,2,1,1897,False,Dec. 15 Marie-Skien-464 lds. hewn fir-Hessler
18970102p.19_p001.txt,94,Mount Park,Stettin,HARTLEPOOL (WEST),93 lds. hewn fir,W. Baird & Co.; 57 lds. props-H. M. Moller; 120 lds. props-C. Nielsen & Son,17,12,1897,2,1,1897,True,17 Mount Park -Stettin-93 lds. hewn fir-W. Baird & Co.; 57 lds. props-H. M. Moller; 120 lds. props-C. Nielsen & Son
18970102p.19_p001.txt,98,Monitor,Bergqvara,HARTLEPOOL (WEST),188 lds. props,Hessler,18,12,1897,2,1,1897,False,18 Monitor-Bergqvara-188 lds. props-Hessler
18970102p.19_p001.txt,101,Gimlis,Stockholm,HARTLEPOOL (WEST),345 lds. deals and bat,tens-A. Livingston & Co.,19,12,1897,2,1,1897,False,19 Gimlis-Stockholm-345 lds. deals and bat-tens-A. Livingston & Co.
18970102p.19_p001.txt,103,Max,Bergqvara,HARTLEPOOL (WEST),320 lds. props,W. Pearson,21,12,1897,2,1,1897,False,21 Max-Bergqvara-320 lds. props-W. Pearson
18970102p.19_p001.txt,108,Avenir,Skien,HARTLEPOOL (WEST),20 lds. props,"W. Pearson & Co.; from Kragero-390 lds. hewn fir-Metcalfe, Simpson &Co.",22,12,1897,2,1,1897,False,"22 Avenir-Skien-20 lds. props-W. Pearson & Co.; from Kragero-390 lds. hewn fir-Metcalfe, Simpson &Co."
18970102p.19_p001.txt,110,Alia,Kragero,HARTLEPOOL (WEST),338 lds. props,J. W. Baird,23,12,1897,2,1,1897,False,23 Alia-Kragero-338 lds. props-J. W. Baird
18970102p.19_p001.txt,111,Hoffnung,Fredriksham,HARTLEPOOL (WEST),320 lds. props,Pedersen & Co.,24,12,1897,2,1,1897,False,24 Hoffnung-Fredriksham-320 lds. props-Pedersen & Co.
18970102p.19_p001.txt,112,Svanen,Kragero,HARTLEPOOL (WEST),22 lds. sawn fir,Hessler & Co.; 60 lds. oak scantlings-R. Lauder & Co.; 75 lds. hewn fir-G. Horsley & Co.,28,12,1897,2,1,1897,False,28 Svanen-Kragero-22 lds. sawn fir-Hessler & Co.; 60 lds. oak scantlings-R. Lauder & Co.; 75 lds. hewn fir-G. Horsley & Co.
18970102p.19_p001.txt,116,Cabral,Arendal,HARWICH,353 lds. sawn fir and scantlings,Taylor & Butler,19,12,1897,2,1,1897,False,Dec. 19 Cabral-Arendal-353 lds. sawn fir and scantlings-Taylor & Butler
18970102p.19_p001.txt,119,Pregel,Libau,ALBERT DOCK,"3,000 oak spokes","Morley, & Co.",22,12,1897,2,1,1897,True,"Dec. 22 Pregel -Libau-3,000 oak spokes-Morley, & Co."
18970102p.19_p001.txt,120,Ariosto,Gothenburg,ALBERT DOCK,26 bags bobbins,"Wilsons; 525 doors-Sanderson Bros.; 2,582 fencing, 4,482 pit props-R. Wade, Sons, & Co.; 4,482 pit props, 163 bdls. boards, 1,050 bdls. laths-Pyman, Bell, & Co.; 3,039 bdls. laths, 4,862 chocks",28,12,1897,2,1,1897,True,"28 Ariosto -Gothenburg-26 bags bobbins-Wilsons; 525 doors-Sanderson Bros.; 2,582 fencing, 4,482 pit props-R. Wade, Sons, & Co.; 4,482 pit props, 163 bdls. boards, 1,050 bdls. laths-Pyman, Bell, & Co.; 3,039 bdls. laths, 4,862 chocks"
18970102p.19_p001.txt,122,Norman,Falkenberg,ALEXANDRA DOCK,"20,908 pit props",George Horsley & Co.,28,12,1897,2,1,1897,True,"Dec. 28 Norman -Falkenberg-20,908 pit props-George Horsley & Co."
18970102p.19_p001.txt,126,to 28 Sundsvall,Brunswick,QUEEN'S DOCK,5 fms. firewood,The Master.,25,12,1897,2,1,1897,False,Dec. 25 to 28 Sundsvall-Brunswick-5 fms. firewood-The Master.
18970102p.19_p001.txt,128,Tasso,Drontheim,RAILWAY DOCK,"10,180 bdls. boards",Wilsons,25,12,1897,2,1,1897,True,"Dec. 25 Tasso -Drontheim-10,180 bdls. boards-Wilsons"
18970102p.19_p001.txt,129,Angelo,Christiania,RAILWAY DOCK,"8,368 bdls. boards","Wilsons; 3,190 bdls. boards-T. W. Allen; 150 lds. round mining timber-Caswell & Bowden",29,12,1897,2,1,1897,True,"29 Angelo -Christiania-8,368 bdls. boards-Wilsons; 3,190 bdls. boards-T. W. Allen; 150 lds. round mining timber-Caswell & Bowden"
18970102p.19_p001.txt,131,Baltic,Skutskar,SIR WILLIAM WRIGHT'S DOCK,"355 fms. deal ends, 3,016 deal and ends",T. W. Allen,25,12,1897,2,1,1897,True,"Dec. 25 Baltic -Skutskar-355 fms. deal ends, 3,016 deal and ends-T. W. Allen"
18970102p.19_p001.txt,133,Astrea,Hango,VICTORIA DOCK,"401 bags bobbins, 44 lds. firewood",,24,12,1897,2,1,1897,True,"Dec. 24 Astrea -Hango-401 bags bobbins, 44 lds. firewood"
18970102p.19_p001.txt,134,to 28 Leo,Stockholm,VICTORIA DOCK,"1,665 doors","North Eastern Railway Co.; 7,069 deals-R. Wade",25,12,1897,2,1,1897,True,"25 to 28 Leo -Stockholm-1,665 doors-North Eastern Railway Co.; 7,069 deals-R. Wade"
