source_file,line_number,ship_name,origin_port,destination_port,cargo,merchant,arrival_day,arrival_month,arrival_year,publication_day,publication_month,publication_year,is_steamship,raw_line
18990114p.99_p002.txt,9,American,Konigsberg,AMERIKA,168 lds. props,Schroder,4,1,1899,14,1,1899,False,Jan. 4 American-Konigsberg-168 lds. props-Schroder
18990114p.99_p002.txt,12,Arendal,Alloa,ALLOA,270 lds. props and 30 lds. firewood,Kirkwood & Co.,3,1,1899,14,1,1899,False,Jan. 3 Arendal-Alloa-270 lds. props and 30 lds. firewood-Kirkwood & Co.
18990114p.99_p002.txt,13,Arendal,Alloa,ALLOA,180 lds. oak staves,G. Pearson,4,1,1899,14,1,1899,False,4 Arendal-Alloa-180 lds. oak staves-G. Pearson
18990114p.99_p002.txt,14,Arendal,Alloa,ALLOA,80 lds. pit props,Love and Stewart,5,1,1899,14,1,1899,False,5 Arendal-Alloa-80 lds. pit props-Love and Stewart
18990114p.99_p002.txt,15,Arendal,Alloa,ALLOA,246 lds. pit props,J. Kennedy,6,1,1899,14,1,1899,False,6 Arendal-Alloa-246 lds. pit props-J. Kennedy
18990114p.99_p002.txt,16,Arendal,Alloa,ALLOA,216 lds. pit props,J. Kennedy,7,1,1899,14,1,1899,False,7 Arendal-Alloa-216 lds. pit props-J. Kennedy
18990114p.99_p002.txt,17,Arendal,Alloa,ALLOA,144 lds. pit props,J. Kennedy,9,1,1899,14,1,1899,False,9 Arendal-Alloa-144 lds. pit props-J. Kennedy
18990114p.99_p002.txt,18,Arendal,Alloa,ALLOA,270 lds. pit props,J. Denholm & Co.,10,1,1899,14,1,1899,False,10 Arendal-Alloa-270 lds. pit props-J. Denholm & Co.
18990114p.99_p002.txt,19,Arendal,Alloa,ALLOA,240 lds. pit props,Kirkwood & Co.,11,1,1899,14,1,1899,False,11 Arendal-Alloa-240 lds. pit props-Kirkwood & Co.
18990114p.99_p002.txt,20,Arendal,Alloa,ALLOA,207 lds. pit props,Kirkwood & Co.,12,1,1899,14,1,1899,False,12 Arendal-Alloa-207 lds. pit props-Kirkwood & Co.
18990114p.99_p002.txt,21,Arendal,Alloa,ALLOA,254 lds. pit props,Love and Stewart,13,1,1899,14,1,1899,False,13 Arendal-Alloa-254 lds. pit props-Love and Stewart
18990114p.99_p002.txt,24,Windau,"1,050 lds. sleepers and 20 lds. sleepers",ARDROSSAN,W. Christie & Co.,,3,1,1899,14,1,1899,False,"Jan. 3 Windau-1,050 lds. sleepers and 20 lds. sleepers-W. Christie & Co."
18990114p.99_p002.txt,25,Windau,"1,050 lds. sleeper and blocks and sleepers",ARDROSSAN,W. Christie & Co.,,4,1,1899,14,1,1899,False,"4 Windau-1,050 lds. sleeper and blocks and sleepers-W. Christie & Co."
18990114p.99_p002.txt,28,Arendal,Ness,BO'NESS,388 lds. pit props,Bryson & Co.,3,1,1899,14,1,1899,False,Jan. 3 Arendal-Ness-388 lds. pit props-Bryson & Co.
