source_file,line_number,ship_name,origin_port,destination_port,cargo,merchant,arrival_day,arrival_month,arrival_year,publication_day,publication_month,publication_year,is_steamship,format_type,confidence,raw_line
18911128p.520_p001.txt,36,Trafalgar,Ljusne,BOSTON,"15,567 fir deals and ends",,19,Nov,1891,28,November,1891,False,standard_dash,1.0,"Nov. 19 Trafalgar-Ljusne-15,567 fir deals and ends-Order"
18911128p.520_p001.txt,37,Bristol,Quebec,BOSTON,500 cs. splints O.,,19,Nov,1891,28,November,1891,True,condensed,1.0,Bristol (s)-Quebec-500 cs. splints O.
18911128p.520_p001.txt,40,Ontario,Quebec,BRISTOL,500 cs. splints-Hunt,Hunt,13,Nov,1891,28,November,1891,True,standard_dash,0.9,Nov. 13 Ontario (s)-Quebec-500 cs. splints-Hunt
18911128p.520_p001.txt,42,Norseman,St. Brieux,BRISTOL,45 lds. pitwood-W. J. Trounce,W. J. Trounce,17,Nov,1891,28,November,1891,True,standard_dash,0.9,Nov. 17 Norseman (s)-St. Brieux-45 lds. pitwood-W. J. Trounce
18911128p.520_p001.txt,43,Fanny L. Cann,St. John,BRISTOL,"36,683 deals and battens-F. E. Aitken",F. E. Aitken,17,Nov,1891,28,November,1891,False,condensed,0.9,"Fanny L. Cann-St. John-36,683 deals and battens-F. E. Aitken"
18911128p.520_p001.txt,44,Saintonge,Bordeaux,BRISTOL,"1,400 lds. pitwood-Watts, Ward, & Co.","Watts, Ward, & Co.",18,Nov,1891,28,November,1891,True,condensed,0.9,"18 Saintonge (s)-Bordeaux-1,400 lds. pitwood-Watts, Ward, & Co."
18911128p.520_p001.txt,45,Dordogne,Bordeaux,BRISTOL,900 lds. pitwood-Newport Pitwood Co.,Newport Pitwood Co.,17,Nov,1891,28,November,1891,True,condensed,0.9,Dordogne (s)-Bordeaux-900 lds. pitwood-Newport Pitwood Co.
18911128p.520_p001.txt,46,Baron Hambro',Bordeaux,BRISTOL,"610 lds. pitwood-Powley, Thomas, & Co.","Powley, Thomas, & Co.",19,Nov,1891,28,November,1891,False,condensed,0.9,"19 Baron Hambro'-Bordeaux-610 lds. pitwood-Powley, Thomas, & Co."
18911128p.520_p001.txt,47,Usk,Bordeaux,BRISTOL,600 lds. pitwood-Hacquoil,Hacquoil,23,Nov,1891,28,November,1891,False,condensed,0.9,23 Usk-Bordeaux-600 lds. pitwood-Hacquoil
18911128p.520_p001.txt,49,David Sinclair,Fredrikstad,BRISTOL,"74,300 pcs. planed board-C. Jones & Son",C. Jones & Son,17,Nov,1891,28,November,1891,False,standard_dash,0.9,"Nov. 17 David Sinclair-Fredrikstad-74,300 pcs. planed board-C. Jones & Son"
18911128p.520_p001.txt,51,Juni,Mandal,FOWEY,"257,745 fir taves, 91,202 birch staves, 577 pcs. sawn firs-Pechell",Pechell,19,Nov,1891,28,November,1891,False,standard_dash,1.0,"Nov. 19 Juni-Mandal-257,745 fir taves, 91,202 birch staves, 577 pcs. sawn firs-Pechell"
18911128p.520_p001.txt,53,Zuba,Quebec,FOWEY,"26,762 deals-Price & Co.",Price & Co.,17,Nov,1891,28,November,1891,False,standard_dash,1.0,"Nov. 17 Zuba-Quebec-26,762 deals-Price & Co."
18911128p.520_p001.txt,54,Buda,Quebec,FOWEY,"28 lds. spruce, 472 lds. deals and ends-Neale, Harrison, & Co.","Neale, Harrison, & Co.",18,Nov,1891,28,November,1891,False,condensed,1.0,"18 Buda-Quebec-28 lds. spruce, 472 lds. deals and ends-Neale, Harrison, & Co."
18911128p.520_p001.txt,55,Kirston,"Sheet Harbour, N.S.",FOWEY,"8,416 deals and ends-T. Adams & Co.",T. Adams & Co.,17,Nov,1891,28,November,1891,False,condensed,0.9,"Kirston-Sheet Harbour, N.S.-8,416 deals and ends-T. Adams & Co."
18911128p.520_p001.txt,56,Isle of Cyprus,Rafso,FOWEY,"18,285 deals and boards-Barkworth & Spaldin from Pernoviken-27,835 deals and boards-Barkworth",Barkworth & Spaldin,19,Nov,1891,28,November,1891,True,condensed,0.9,"19 Isle of Cyprus (s)-Rafso-18,285 deals and boards-Barkworth & Spaldin; from Pernoviken-27,835 deals and boards-Barkworth"
18911128p.520_p001.txt,57,Hecla,"Sheet Harbour, N.S.",FOWEY,"20,243 fir deals-Price, Walker, & Co.","Price, Walker, & Co.",20,Nov,1891,28,November,1891,False,condensed,0.9,"20 Hecla - Sheet Harbour, N.S. - 20,243 fir deals-Price, Walker, & Co."
18911128p.520_p001.txt,59,Wharfe,Rotterdam,GOOLE,"1,849 bdls. hoops-Goole Steamship Co.",Goole Steamship Co.,19,Nov,1891,28,November,1891,False,standard_dash,0.9,"Nov. 19 Wharfe-Rotterdam-1,849 bdls. hoops-Goole Steamship Co."
18911128p.520_p001.txt,60,Derwent,Rotterdam,GOOLE,"1,490 bdls. hoops-Goole Steamship Co.",Goole Steamship Co.,19,Nov,1891,28,November,1891,False,condensed,0.9,"Derwent-Rotterdam-1,490 bdls. hoops-Goole Steamship Co."
18911128p.520_p001.txt,63,Erik,Libau,GRIMSBY,"3,150 sleeper blocks-Bennetts & Co.",Bennetts & Co.,18,Nov,1891,28,November,1891,True,standard_dash,0.9,"Nov. 18 Erik (s)-Libau-3,150 sleeper blocks-Bennetts & Co."
18911128p.520_p001.txt,64,Minnet,Riga,GRIMSBY,"12,807 deals-Bennetts & Co.",Bennetts & Co.,18,Nov,1891,28,November,1891,False,condensed,0.9,"Minnet-Riga-12,807 deals-Bennetts & Co."
18911128p.520_p001.txt,65,Erik,Libau,GRIMSBY,"6,600 hewn fir blocks, 2,877 sawn fir sleepers-Calder & Co.",Calder & Co.,18,Nov,1891,28,November,1891,True,condensed,0.9,"Erik (s)-Libau-6,600 hewn fir blocks, 2,877 sawn fir sleepers-Calder & Co."
18911128p.520_p001.txt,66,Nisse,Hallsta,GRIMSBY,"14,201 fir deals, battens, and boards-J. Hewson",J. Hewson,18,Nov,1891,28,November,1891,False,condensed,0.9,"Nisse-Hallsta-14,201 fir deals, battens, and boards-J. Hewson"
18911128p.520_p001.txt,67,Esperanza,Gefle,GRIMSBY,"9,855 pcs. sawn fir-Carr",Carr,18,Nov,1891,28,November,1891,False,condensed,0.9,"Esperanza-Gefle-9,855 pcs. sawn fir-Carr"
18911128p.520_p001.txt,68,Onyx,Porsgrund,GRIMSBY,"1 ld. spars, 30 oars-Grimsby Ice Co.",Grimsby Ice Co.,18,Nov,1891,28,November,1891,False,condensed,0.9,"Onyx-Porsgrund-1 ld. spars, 30 oars-Grimsby Ice Co."
18911128p.520_p001.txt,69,Garant,Brevig,GRIMSBY,2 lds. spars Clayton,,18,Nov,1891,28,November,1891,False,condensed,0.9,Garant-Brevig-2 lds. spars Clayton
18911128p.520_p001.txt,107,Kamtskatka,Riga,GRIMSBY,4 lds. firewood-Taylor,Taylor,18,Nov,1891,28,November,1891,False,condensed,0.9,Kamtskatka-Riga-4 lds. firewood-Taylor
18911128p.520_p001.txt,108,Ingeborg,Soraker,GRIMSBY,"35,474 fir battens, boards, and ends-Seddon, Shepherd, & Co.","Seddon, Shepherd, & Co.",18,Nov,1891,28,November,1891,False,condensed,0.9,"Ingeborg-Soraker-35,474 fir battens, boards, and ends-Seddon, Shepherd, & Co."
18911128p.520_p001.txt,109,Frederik Hartvig,Soraker,GRIMSBY,"15,439 fir battens, boards, and ends-Seddon, Shepherd, & Co.","Seddon, Shepherd, & Co.",18,Nov,1891,28,November,1891,False,condensed,0.9,"Frederik Hartvig-Soraker-15,439 fir battens, boards, and ends-Seddon, Shepherd, & Co."
18911128p.520_p001.txt,110,Bolderaa,Cronstadt,GRIMSBY,"31,291 fir deals-Bennetts & Co. 178 lds. firewood-Taylor",Bennetts & Co.,19,Nov,1891,28,November,1891,True,condensed,0.9,"19 Bolderaa (s)-Cronstadt-31,291 fir deals-Bennetts & Co.; 178 lds. firewood-Taylor"
18911128p.520_p001.txt,111,Arctic,Naske,GRIMSBY,"73,194 battens, boards, and ends-J. Hewson",J. Hewson,19,Nov,1891,28,November,1891,False,condensed,0.9,"Arctic-Naske-73,194 battens, boards, and ends-J. Hewson"
