source_file,line_number,ship_name,origin_port,destination_port,cargo,merchant,arrival_day,arrival_month,arrival_year,publication_day,publication_month,publication_year,is_steamship,raw_line
18910103p.15_p001.txt,8,T. Anderson,New York,BRISTOL,700 doors,H. Denty; 19 bdls. lumber J. C. Wall,24,12,1891,3,1,1891,True,Dec. 24 T. Anderson -New York-700 doors-H. Denty; 19 bdls. lumber J. C. Wall
18910103p.15_p001.txt,9,Jersey City,New York,BRISTOL,724 pcs. whitewood,King Bros.; 10 cs. spokes-J. Ball; 18 cs. spokes-Order,27,12,1891,3,1,1891,True,Dec. 27 Jersey City -New York-724 pcs. whitewood-King Bros.; 10 cs. spokes-J. Ball; 18 cs. spokes-Order
18910103p.15_p001.txt,11,Roseland,Villagarcia,CARDIFF,"1,250 lds. pitwood",Jugo & Co.,22,12,1891,3,1,1891,True,"Dec. 22 Roseland -Villagarcia-1,250 lds. pitwood-Jugo & Co."
18910103p.15_p001.txt,13,Stormy Petrel,"St. John, N.B.",CARDIFF,"23,488 deals",Alexanders & Co.,24,12,1891,3,1,1891,False,"24 Stormy Petrel-St. John, N.B.-23,488 deals-Alexanders & Co."
18910103p.15_p001.txt,17,Pensacola,Pensacola,CARDIFF,"177 pcs. sawn fir, 987 pcs. sawn fir, 802 fir deals",Robinson,27,12,1891,3,1,1891,False,"27 Pensacola-Pensacola-177 pcs. sawn fir, 987 pcs. sawn fir, 802 fir deals-Robinson"
18910103p.15_p001.txt,20,Immanuel,Drammen,CARDIFF,"53,318 fir boards",Trayes & Co.,29,12,1891,3,1,1891,False,"29 Immanuel-Drammen-53,318 fir boards-Trayes & Co."
18910103p.15_p001.txt,26,Konigin Augusta,Stettin,GLOUCESTER,"20,539 deals","Price, Walker, & Co.",29,12,1891,3,1,1891,False,"Dec. 29 Konigin Augusta-Stettin-20,539 deals-Price, Walker, & Co."
18910103p.15_p001.txt,28,John,Soderhamn,GRIMSBY,"16,059 fir boards",Bennetts & Co.,22,12,1891,3,1,1891,False,"Dec. 22 John-Soderhamn-16,059 fir boards-Bennetts & Co."
18910103p.15_p001.txt,31,Fremad,Cronstadt,GRIMSBY,"55,838 fir battens, deals and boards",Wintringham & Son,23,12,1891,3,1,1891,False,"23 Fremad-Cronstadt-55,838 fir battens, deals and boards-Wintringham & Son"
18910103p.15_p001.txt,32,Julianshaab,Stockholm,GRIMSBY,"4,460 fir battens and deals","Seddon, Shepherd & Co.",24,12,1891,3,1,1891,False,"24 Julianshaab-Stockholm-4,460 fir battens and deals-Seddon, Shepherd & Co."
18910103p.15_p001.txt,33,Wermland,Gothenburg,GRIMSBY,"6,830 fir battens",Bennetts & Co.,27,12,1891,3,1,1891,True,"27 Wermland -Gothenburg-6,830 fir battens-Bennetts & Co."
18910103p.15_p001.txt,34,Helens,Brevig,GRIMSBY,80 oars,Co-operative Ice Co.,29,12,1891,3,1,1891,False,29 Helens-Brevig-80 oars-Co-operative Ice Co.
18910103p.15_p001.txt,39,Zealous,Riga,HARTLEPOOL (WEST),"11,878 boards","A. Livingston & Co.; 2,397 deals, 5,774 battens-Gray & Co.",22,12,1891,3,1,1891,True,"Dec. 22 Zealous -Riga-11,878 boards-A. Livingston & Co.; 2,397 deals, 5,774 battens-Gray & Co."
18910103p.15_p001.txt,41,Sweden,Gothenburg,HARTLEPOOL (WEST),"9,504 props, 10,500 sleepers, 4,770 bdls. laths","T. Barraclough & Co.; 5,000 props-Rayner & Moller",23,12,1891,3,1,1891,True,"23 Sweden -Gothenburg-9,504 props, 10,500 sleepers, 4,770 bdls. laths-T. Barraclough & Co.; 5,000 props-Rayner & Moller"
18910103p.15_p001.txt,43,Norway,Gothenburg,HARTLEPOOL (WEST),"5,000 sleepers","W. J. Watson & Co.; 20,183 pcs. hewn fir, 11,116 sleepers, 3,631 poles-T. Barraclough-530 poles mining timber-T. Barraclough; 4,000 poles-Rayner & Moller",24,12,1891,3,1,1891,True,"24 Norway -Gothenburg-5,000 sleepers-W. J. Watson & Co.; 20,183 pcs. hewn fir, 11,116 sleepers, 3,631 poles-T. Barraclough-530 poles mining timber-T. Barraclough; 4,000 poles-Rayner & Moller"
18910103p.15_p001.txt,45,Apollo,New York,HULL,"4,200 staves",Wilson & Co.,23,12,1891,3,1,1891,True,"Dec. 23 Apollo -New York-4,200 staves-Wilson & Co."
18910103p.15_p001.txt,47,Rollo,Gothenburg,HULL,"10,770 props, 25,410 oak staves","Wilson & Co.; 6,519 props-Pyman, Bell, & Co.; 1,000 bdls. laths-Heaven & Kesterton; 2,000 bdls. laths, 120 pkgs. bandles-Order",27,12,1891,3,1,1891,True,"27 Rollo -Gothenburg-10,770 props, 25,410 oak staves-Wilson & Co.; 6,519 props-Pyman, Bell, & Co.; 1,000 bdls. laths-Heaven & Kesterton; 2,000 bdls. laths, 120 pkgs. bandles-Order"
18910103p.15_p001.txt,51,Erato,Arendal,HULL,"4,012 props. mining timber, 2,025 pit props",Order,29,12,1891,3,1,1891,False,"29 Erato-Arendal-4,012 props. mining timber, 2,025 pit props-Order"
18910103p.15_p001.txt,56,Hero,Drontheim,THE TIMBER TRADES JOURNAL,340 bdls. case boards,Wilson & Co.,30,12,1891,3,1,1891,True,30 Hero -Drontheim-340 bdls. case boards-Wilson & Co.
18910103p.15_p001.txt,58,Almedia,Apalachicola,LANCASTER,"783 pcs. sawn fir, 6 lds. hewn fir, 2,032 deals",C. Blades,27,12,1891,3,1,1891,False,"Dec. 27 Almedia-Apalachicola-783 pcs. sawn fir, 6 lds. hewn fir, 2,032 deals-C. Blades"
18910103p.15_p001.txt,60,Georgian,Boston,LIVERPOOL,"5,600 new staves",Farnworth & Jardine,23,12,1891,3,1,1891,True,"Dec. 23 Georgian -Boston-5,600 new staves-Farnworth & Jardine"
18910103p.15_p001.txt,75,Walter Thomas  Newport News,"5,211 staves",LIVERPOOL,"E. Chaloner & Co.; 4,739 pcs. oak lumber","E. Alcott; 123 pcs. poplar and 64 pcs. oak lumber, 58 poplar logs, 121 bdls. oak boards, 97 hickory and ash logs, 1,903 gum and pine boards-Order",24,12,1891,3,1,1891,True,"24 Walter Thomas  Newport News-5,211 staves-E. Chaloner & Co.; 4,739 pcs. oak lumber-E. Alcott; 123 pcs. poplar and 64 pcs. oak lumber, 58 poplar logs, 121 bdls. oak boards, 97 hickory and ash logs, 1,903 gum and pine boards-Order"
18910103p.15_p001.txt,78,Britannic,New York,LIVERPOOL,"1,970 pcs. lumber","Whiteside, Johns, & Co.; 5 cs. spokes, 3,000 staves, 950 pcs. lumber-Order",27,12,1891,3,1,1891,True,"27 Britannic -New York-1,970 pcs. lumber-Whiteside, Johns, & Co.; 5 cs. spokes, 3,000 staves, 950 pcs. lumber-Order"
18910103p.15_p001.txt,89,Donate,New York,LIVERPOOL,"3,600 hhd. staves","E. Chaloner & Co.; 1,015 pcs. maple-Order",29,12,1891,3,1,1891,True,"29 Donate -New York-3,600 hhd. staves-E. Chaloner & Co.; 1,015 pcs. maple-Order"
18910103p.15_p001.txt,95,Gallia,New York,LIVERPOOL,"3,900 staves",Order,30,12,1891,3,1,1891,True,"30 Gallia -New York-3,900 staves-Order"
18910103p.15_p001.txt,102,Majestic,New York,LIVERPOOL,"2,100 pcs. lumber","Whiteside & Co.; 20 bdls. lumber, 1,500 staves-Order",31,12,1891,3,1,1891,True,"31 Majestic -New York-2,100 pcs. lumber-Whiteside & Co.; 20 bdls. lumber, 1,500 staves-Order"
