source_file,line_number,ship_name,origin_port,destination_port,cargo,merchant,arrival_day,arrival_month,arrival_year,publication_day,publication_month,publication_year,is_steamship,format_type,confidence,raw_line
18970501p.785_p001.txt,8,Telegraphic,Address,JOINERS' WORK TO ORDER,"""SINGLETONS, GLASGOW.""",,26,Mar,1897,1,May,1897,False,condensed,0.9,"Telegraphic Address— ""SINGLETONS, GLASGOW."""
18970501p.785_p001.txt,14,Telegraphic,Address,JOINERS' WORK TO ORDER,"""EDMISTON, GLASGOW.""",,26,Mar,1897,1,May,1897,False,condensed,0.9,"Telegraphic Address— ""EDMISTON, GLASGOW."""
18970501p.785_p001.txt,21,Telegraphic,Address,JOINERS' WORK TO ORDER,"""TEAK, GLASGOW.""",,26,Mar,1897,1,May,1897,False,condensed,0.9,"Telegraphic Address—""TEAK, GLASGOW."""
18970501p.785_p001.txt,27,Telegraphic,Address,JOINERS' WORK TO ORDER,"""FIR.""",,26,Mar,1897,1,May,1897,False,condensed,0.9,"Telegraphic Address—""FIR."""
18970501p.785_p001.txt,33,Saw,mills at Bo'ness. Vice,BO'NESS,"Consulate for Sweden and Norway, Consular",,26,Mar,1897,1,May,1897,False,condensed,1.0,"Saw-mills at Bo'ness. Vice-Consulate for Sweden and Norway, Consular"
18970501p.785_p001.txt,54,Telegraphic,Address,BO'NESS,"""WALNUT, GLASGOW.""",,26,Mar,1897,1,May,1897,False,condensed,0.9,"Telegraphic Address—""WALNUT, GLASGOW."""
18970501p.785_p001.txt,59,Telegraphic,Address,BO'NESS,"""BRAKRIDGE.""",,26,Mar,1897,1,May,1897,False,condensed,0.9,"Telegraphic Address—""BRAKRIDGE."""
18970501p.785_p001.txt,65,Telegraphic,Address,BO'NESS,"""Tectona, Glasgow.""",,26,Mar,1897,1,May,1897,False,condensed,0.9,"Telegraphic Address—""Tectona, Glasgow."""
18970501p.785_p001.txt,96,Telegraphic,Address,BO'NESS,"""LIGNUM, GLASGOW.""",,26,Mar,1897,1,May,1897,False,condensed,0.9,"Telegraphic Address—""LIGNUM, GLASGOW."""
18970501p.785_p001.txt,101,Telegraphic,Address,BO'NESS,"""LOVART, GLASGOW."" Telephone No. 3081.",,26,Mar,1897,1,May,1897,False,condensed,0.9,"Telegraphic Address—""LOVART, GLASGOW."" Telephone No. 3081."
18970501p.785_p001.txt,114,Telegraphic,Address,BO'NESS,"""SPRUCE."" Telephone No. 4,43",,26,Mar,1897,1,May,1897,False,condensed,0.9,"Telegraphic Address—""SPRUCE."" Telephone No. 4,43"
18970501p.785_p001.txt,120,Telegraphic,Address,INVERNESS,"""TIMBER, INVERNESS.""",,26,Mar,1897,1,May,1897,False,condensed,1.0,"Telegraphic Address—""TIMBER, INVERNESS."""
18970501p.785_p001.txt,130,Helwig,Danzig,INVERNESS,199 lds. hewn fir-G. Gordon & Co.,G. Gordon & Co.,26,Mar,1897,1,May,1897,False,condensed,0.9,Helwig—Danzig—199 lds. hewn fir—G. Gordon & Co.
18970501p.785_p001.txt,131,Blenheim,Pensacola,INVERNESS,"2,025 lds. sawn pitch pine-J. Fleming & Co.",J. Fleming & Co.,26,Mar,1897,1,May,1897,False,condensed,0.9,"Blenheim—Pensacola—2,025 lds. sawn pitch pine—J. Fleming & Co."
18970501p.785_p001.txt,134,Tjalf,Oscarshamn,INVERNESS,217 lds. pit props-T. Spowart & Co.,T. Spowart & Co.,26,Mar,1897,1,May,1897,False,condensed,0.9,Tjalf—Oscarshamn—217 lds. pit props—T. Spowart & Co.
18970501p.785_p001.txt,135,Somanden,Halmstad,INVERNESS,144 lds. pit props-J. Kennedy & Co.,J. Kennedy & Co.,26,Mar,1897,1,May,1897,False,condensed,0.9,Somanden—Halmstad—144 lds. pit props—J. Kennedy & Co.
18970501p.785_p001.txt,136,Wright,Kalmar,INVERNESS,327 lds. pit props-Madsen & Borch,Madsen & Borch,26,Mar,1897,1,May,1897,False,condensed,0.9,Wright—Kalmar—327 lds. pit props—Madsen & Borch
18970501p.785_p001.txt,137,Vorsacyer,Halmstad,INVERNESS,189 lds. pit props-M. S. Rennie & Co.,M. S. Rennie & Co.,22,Mar,1897,1,May,1897,False,condensed,0.9,22 Vorsacyer—Halmstad—189 lds. pit props—M. S. Rennie & Co.
18970501p.785_p001.txt,138,Dalling,Oscarshamn,INVERNESS,317 lds. pit props-Madsen & Borch,Madsen & Borch,22,Mar,1897,1,May,1897,False,condensed,0.9,Dalling—Oscarshamn—317 lds. pit props—Madsen & Borch
18970501p.785_p002.txt,4,Timber Merchants and,Saw,INVERNESS,millers,,22,Mar,1897,1,May,1897,False,condensed,0.9,"Timber Merchants and Saw-millers,"
18970501p.785_p002.txt,12,Skeldervik,Oscarshamn,INVERNESS,360 lds. pit props-Alloa Coal Co.,Alloa Coal Co.,23,Mar,1897,1,May,1897,False,condensed,0.9,23 Skeldervik-Oscarshamn-360 lds. pit props-Alloa Coal Co.
18970501p.785_p002.txt,13,Palander,Risoer,INVERNESS,435 lds. pit props-A. Borch,A. Borch,23,Mar,1897,1,May,1897,False,condensed,0.9,Palander-Risoer-435 lds. pit props-A. Borch
18970501p.785_p002.txt,14,Trio,Oscarshamn,INVERNESS,300 lds. pit props-Alloa Coal Co.,Alloa Coal Co.,23,Mar,1897,1,May,1897,False,condensed,0.9,Trio-Oscarshamn-300 lds. pit props-Alloa Coal Co.
18970501p.785_p002.txt,16,Loch Ness,Riga,INVERNESS,"49 lds. boards, 93 lds. lathwood unrated-Slimon & Co.",Slimon & Co.,23,Mar,1897,1,May,1897,True,condensed,0.9,"Loch Ness (s)-Riga-49 lds. boards, 93 lds. lathwood unrated-Slimon & Co."
18970501p.785_p002.txt,17,Gunther,Riga,INVERNESS,"80 lds. lathwood, 57 lds. firewood-Arbroath Saw Mills Co.",Arbroath Saw Mills Co.,23,Mar,1897,1,May,1897,True,condensed,0.9,"Gunther (s)-Riga-80 lds. lathwood, 57 lds. firewood-Arbroath Saw Mills Co."
18970501p.785_p002.txt,19,Vikar,Sapelo,INVERNESS,918 lds. pitch pine-Paton & Sons,Paton & Sons,23,Mar,1897,1,May,1897,False,condensed,0.9,Vikar-Sapelo-918 lds. pitch pine-Paton & Sons
18970501p.785_p002.txt,21,Venus,Libau,BO'NESS,220 lds. props-Love,Love,23,Mar,1897,1,May,1897,False,condensed,1.0,Venus-Libau-220 lds. props-Love
18970501p.785_p002.txt,22,Wladimir,Memel,BO'NESS,"331 lds. sleeper blocks, 15 lds. half-sleeper blocks-Calder & Co.",sleeper blocks-Calder & Co.,23,Mar,1897,1,May,1897,False,condensed,1.0,"Wladimir-Memel-331 lds. sleeper blocks, 15 lds. half-sleeper blocks-Calder & Co."
18970501p.785_p002.txt,23,Richelieu,Gothenburg,BO'NESS,400 lds. pitwood-J. Denholm & Co.,J. Denholm & Co.,22,Mar,1897,1,May,1897,False,condensed,1.0,22 Richelieu-Gothenburg - 400 lds. pitwood-J. Denholm & Co.
18970501p.785_p002.txt,24,Julia Maria,Windau,BO'NESS,400 lds. pit props-Stevenson & Cowle,Stevenson & Cowle,23,Mar,1897,1,May,1897,False,condensed,1.0,23 Julia Maria-Windau-400 lds. pit props-Stevenson & Cowle
18970501p.785_p002.txt,25,Franziska Podens,Windau,BO'NESS,"1,375 lds. pit props-Love & Stewart",Love & Stewart,24,Mar,1897,1,May,1897,False,condensed,0.9,"24 Franziska Podens-Windau-1,375 lds. pit props-Love & Stewart"
18970501p.785_p002.txt,26,Rap,Mandal,BO'NESS,140 lds. pitwood-J. Denholm,J. Denholm,26,Mar,1897,1,May,1897,False,condensed,0.9,26 Rap-Mandal-140 lds. pitwood-J. Denholm
18970501p.785_p002.txt,27,Hebron,Fredrikshald,BO'NESS,152 lds. pitwood-Love,Love,26,Mar,1897,1,May,1897,False,condensed,0.9,Hebron-Fredrikshald-152 lds. pitwood-Love
