source_file,line_number,ship_name,origin_port,destination_port,cargo,merchant,arrival_day,arrival_month,arrival_year,publication_day,publication_month,publication_year,is_steamship,raw_line
18790802p.121_p001.txt,8,Ganger Rolf,Saguenay,LONDON,deals,Price,17,7,1879,2,8,1879,False,July 17 Ganger Rolf-Saguenay-deals-Price
18790802p.121_p001.txt,21,Haabet,Xiania,LONDON,"poles, firewood",Churchill,18,7,1879,2,8,1879,False,"18 Haabet-Xiania-poles, firewood-Churchill"
18790802p.121_p001.txt,33,Hoppet,Uleaborg,LONDON,"deals, &c.",Order,19,7,1879,2,8,1879,False,"19 Hoppet-Uleaborg-deals, &c.-Order"
18790802p.121_p001.txt,51,Aurora,Skonvik,LONDON,deals,Order,26,7,1879,2,8,1879,True,26 Aurora -Skonvik-deals-Order
18790802p.121_p001.txt,65,Cameo,Xiania,LONDON,brush blocks,Keen,28,7,1879,2,8,1879,True,28 Cameo -Xiania-brush blocks-Keen
18790802p.121_p001.txt,83,Breeze,Danzig,LONDON,"sleepers, staves",Order,21,7,1879,2,8,1879,False,"21 Breeze-Danzig-sleepers, staves-Order"
18790802p.121_p001.txt,94,Roumania,Cronstadt,LONDON,lathwood,Reynolds,22,7,1879,2,8,1879,True,22 Roumania -Cronstadt-lathwood-Reynolds
18790802p.121_p001.txt,98,Harkaway,Skonvik,LONDON,firewood,Order,23,7,1879,2,8,1879,False,23 Harkaway-Skonvik-firewood-Order
18790802p.121_p001.txt,109,Parana,P'burg,LONDON,rickers,A. Kinloch,24,7,1879,2,8,1879,True,24 Parana -P'burg-rickers-A. Kinloch
18790802p.121_p001.txt,134,Valkyrien,Bjorneborg,LONDON,battens,With & Co.,25,7,1879,2,8,1879,False,25 Valkyrien-Bjorneborg-battens-With & Co.
18790802p.121_p001.txt,151,Fraternitas,Nyhamn,LONDON,deals,Thomson,29,7,1879,2,8,1879,False,29 Fraternitas-Nyhamn-deals-Thomson
18790802p.121_p001.txt,154,Harold,Hudikswall,LONDON,wood goods,Order,30,7,1879,2,8,1879,True,30 Harold -Hudikswall-wood goods-Order
18790802p.121_p001.txt,176,Scandinavian,Quebec,LIVERPOOL,deals,Order,12,7,1879,2,8,1879,False,July 12 Scandinavian-Quebec-deals-Order
18790802p.121_p001.txt,177,Shakespeare,Montreal,LIVERPOOL,deals,Cox & Co.,16,7,1879,2,8,1879,False,16 Shakespeare-Montreal-deals-Cox & Co.
18790802p.121_p001.txt,179,F. M. Carvill,Demerara,LIVERPOOL,timber,Order,17,7,1879,2,8,1879,False,17 F. M. Carvill-Demerara-timber-Order
18790802p.121_p001.txt,183,Marie & Helene,Puerto Cortes,LIVERPOOL,mahogany,,18,7,1879,2,8,1879,False,18 Marie & Helene-Puerto Cortes-mahogany
18790802p.121_p001.txt,185,Sidon,Turkey,LIVERPOOL,354 t. boxwood,,21,7,1879,2,8,1879,True,21 Sidon -Turkey-354 t. boxwood
18790802p.121_p001.txt,187,Gloire,St. Johu,LIVERPOOL,"deals, &c.",Order,23,7,1879,2,8,1879,False,"23 Gloire-St. Johu-deals, &c.-Order"
18790802p.121_p001.txt,193,Prince Charlie,St.John,LIVERPOOL,"dls., &c.",Farnworth,24,7,1879,2,8,1879,False,"24 Prince Charlie-St.John-dls., &c.-Farnworth"
18790802p.121_p001.txt,195,N. Mosher,Pensacola,LIVERPOOL,"timber, &c.",Smith,25,7,1879,2,8,1879,False,"25 N. Mosher-Pensacola-timber, &c.-Smith"
18790802p.121_p001.txt,200,Minde,Cronstadt,LIVERPOOL,lathwood,Order,26,7,1879,2,8,1879,False,26 Minde-Cronstadt-lathwood-Order
18790802p.121_p001.txt,205,Chippewa,Quebec,LIVERPOOL,"deals, &c.",Order,28,7,1879,2,8,1879,False,"28 Chippewa-Quebec-deals, &c.-Order"
18790802p.121_p001.txt,210,Eblana,St. John,LIVERPOOL,deals,Sund. Con.,29,7,1879,2,8,1879,False,29 Eblana-St. John-deals-Sund. Con.
18790802p.121_p001.txt,213,Bruce,Quebec,BARROW-IN-FURNESS,white oak & fir,Charles,21,7,1879,2,8,1879,False,July 21 Bruce-Quebec-white oak & fir-Charles
18790802p.121_p001.txt,216,Ebenezer,Halmstadt,BARROW-IN-FURNESS,boards,Crossfield,24,7,1879,2,8,1879,False,24 Ebenezer-Halmstadt-boards-Crossfield
18790802p.121_p001.txt,217,Lanarkshire,Quebec,BARROW-IN-FURNESS,"yel. pine deals, &c.","Price, Potter Walker, & Co.",25,7,1879,2,8,1879,False,"25 Lanarkshire-Quebec-yel. pine deals, &c.-Price, Potter Walker, & Co."
18790802p.121_p001.txt,218,Weljecset,Tornea,BARROW-IN-FURNESS,"deals, &c.",Price & Co.,29,7,1879,2,8,1879,False,"29 Weljecset-Tornea-deals, &c.-Price & Co."
18790802p.121_p001.txt,221,Emanuel,Arendal,HULL,"tim., btns.",Stourton,16,7,1879,2,8,1879,False,"July 16 Emanuel-Arendal-tim., btns.-Stourton"
18790802p.121_p001.txt,222,Erato,Cronstadt,HULL,"lathwood, deals",Order,17,7,1879,2,8,1879,True,"17 Erato -Cronstadt-lathwood, deals-Order"
18790802p.121_p001.txt,224,Marsdin,Cronstadt,HULL,lathwood,Order,18,7,1879,2,8,1879,True,18 Marsdin -Cronstadt-lathwood-Order
18790802p.121_p001.txt,225,Milo,Riga,HULL,lathwood,Order,19,7,1879,2,8,1879,True,19 Milo -Riga-lathwood-Order
18790802p.121_p001.txt,228,L'Esperance,Sundswall,HULL,"deals, &c.",Wade & Co.,21,7,1879,2,8,1879,False,"21 L'Esperance-Sundswall-deals, &c.-Wade & Co."
18790802p.121_p001.txt,234,Apollo,Gothenburg,HULL,"props, laths",Order,22,7,1879,2,8,1879,True,"22 Apollo -Gothenburg-props, laths-Order"
18790802p.121_p001.txt,238,Sappho,Kylorn,HULL,"deals, &c.","Horsley, Smith",23,7,1879,2,8,1879,False,"23 Sappho-Kylorn-deals, &c.-Horsley, Smith"
18790802p.121_p001.txt,243,Voss,Iggesund,HULL,"deals, &c.",Stone Bros.,24,7,1879,2,8,1879,False,"24 Voss-Iggesund-deals, &c.-Stone Bros."
18790802p.121_p002.txt,3,Hesperus,Skonvik,GRIMSBY,"deals, &c.",Order,16,7,1879,2,8,1879,False,"July 16 Hesperus-Skonvik-deals, &c.-Order"
18790802p.121_p002.txt,5,Irwell,Danzig,GRIMSBY,timber,Order,17,7,1879,2,8,1879,True,17 Irwell -Danzig-timber-Order
18790802p.121_p002.txt,6,Alma,Hudikswall,GRIMSBY,boards,Bennetts & Co.,18,7,1879,2,8,1879,False,18 Alma-Hudikswall-boards-Bennetts & Co.
18790802p.121_p002.txt,7,Spring Flower,Cronstadt,GRIMSBY,dls.,Wintringham,19,7,1879,2,8,1879,False,19 Spring Flower-Cronstadt-dls.-Wintringham
18790802p.121_p002.txt,8,Ero,Lockno,GRIMSBY,"battens, &c.",Bennetts & Co.,21,7,1879,2,8,1879,False,"21 Ero-Lockno-battens, &c.-Bennetts & Co."
18790802p.121_p002.txt,13,E. Dawson,Soderhamn,GRIMSBY,"deals, &c.",Order,22,7,1879,2,8,1879,False,"22 E. Dawson-Soderhamn-deals, &c.-Order"
